GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0002697	regulation of immune effector process	244	6	4.49	1	1	BP
GO:0033619	membrane protein proteolysis	79	4	1.45	1	1	BP
GO:0021856	hypothalamic tangential migration using ...	18	1	0.33	1	1	BP
GO:0032527	protein exit from endoplasmic reticulum	34	1	0.63	1	1	BP
GO:0002698	negative regulation of immune effector p...	50	1	0.92	1	1	BP
GO:0072603	interleukin-5 secretion	1	1	0.02	1	1	BP
GO:0007200	phospholipase C-activating G protein-cou...	59	1	1.09	1	1	BP
GO:0045466	R7 cell differentiation	45	2	0.83	1	1	BP
GO:0002699	positive regulation of immune effector p...	123	5	2.26	1	1	BP
GO:0042546	cell wall biogenesis	13	1	0.24	1	1	BP
GO:0021859	pyramidal neuron differentiation	19	3	0.35	1	1	BP
GO:0072606	interleukin-8 secretion	11	1	0.2	1	1	BP
GO:0110020	regulation of actomyosin structure organ...	85	4	1.56	1	1	BP
GO:0009072	aromatic amino acid family metabolic pro...	51	2	0.94	1	1	BP
GO:1903169	regulation of calcium ion transmembrane ...	63	1	1.16	1	1	BP
GO:0009074	aromatic amino acid family catabolic pro...	32	1	0.59	1	1	BP
GO:2000269	regulation of fibroblast apoptotic proce...	13	1	0.24	1	1	BP
GO:0042531	positive regulation of tyrosine phosphor...	42	5	0.77	1	1	BP
GO:0021884	forebrain neuron development	50	5	0.92	1	1	BP
GO:0042532	negative regulation of tyrosine phosphor...	32	1	0.59	1	1	BP
GO:0021885	forebrain cell migration	85	4	1.56	1	1	BP
GO:0042533	tumor necrosis factor biosynthetic proce...	10	1	0.18	1	1	BP
GO:0021886	hypothalamus gonadotrophin-releasing hor...	19	1	0.35	1	1	BP
GO:0045455	ecdysteroid metabolic process	11	1	0.2	1	1	BP
GO:0042534	regulation of tumor necrosis factor bios...	10	1	0.18	1	1	BP
GO:0046189	phenol-containing compound biosynthetic ...	44	2	0.81	1	1	BP
GO:0045456	ecdysteroid biosynthetic process	11	1	0.2	1	1	BP
GO:0021888	hypothalamus gonadotrophin-releasing hor...	19	1	0.35	1	1	BP
GO:0048710	regulation of astrocyte differentiation	31	6	0.57	1	1	BP
GO:0021889	olfactory bulb interneuron differentiati...	24	4	0.44	1	1	BP
GO:0071503	response to heparin	8	1	0.15	1	1	BP
GO:0048712	negative regulation of astrocyte differe...	22	5	0.41	1	1	BP
GO:2000254	regulation of male germ cell proliferati...	3	1	0.06	1	1	BP
GO:0016198	axon choice point recognition	38	1	0.7	1	1	BP
GO:0070059	intrinsic apoptotic signaling pathway in...	50	2	0.92	1	1	BP
GO:2000257	regulation of protein activation cascade	16	1	0.29	1	1	BP
GO:0120032	regulation of plasma membrane bounded ce...	164	5	3.02	1	1	BP
GO:2000259	positive regulation of protein activatio...	3	1	0.06	1	1	BP
GO:0120034	positive regulation of plasma membrane b...	90	4	1.66	1	1	BP
GO:0021872	forebrain generation of neurons	80	8	1.47	1	1	BP
GO:0060061	Spemann organizer formation	7	4	0.13	1	1	BP
GO:0120035	regulation of plasma membrane bounded ce...	671	23	12.35	1	1	BP
GO:0021873	forebrain neuroblast division	24	3	0.44	1	1	BP
GO:0006109	regulation of carbohydrate metabolic pro...	135	2	2.49	1	1	BP
GO:0120039	plasma membrane bounded cell projection ...	836	38	15.39	1	1	BP
GO:0021877	forebrain neuron fate commitment	7	1	0.13	1	1	BP
GO:0070085	glycosylation	149	1	2.74	1	1	BP
GO:1901361	organic cyclic compound catabolic proces...	600	6	11.05	1	1	BP
GO:0048745	smooth muscle tissue development	16	1	0.29	1	1	BP
GO:0048749	compound eye development	269	4	4.95	1	1	BP
GO:0043603	cellular amide metabolic process	851	7	15.67	1	1	BP
GO:0002664	regulation of T cell tolerance induction	2	1	0.04	1	1	BP
GO:0021823	cerebral cortex tangential migration usi...	15	3	0.28	1	1	BP
GO:0045472	response to ether	22	1	0.41	1	1	BP
GO:0043604	amide biosynthetic process	654	5	12.04	1	1	BP
GO:0035455	response to interferon-alpha	53	2	0.98	1	1	BP
GO:0021824	cerebral cortex tangential migration usi...	18	1	0.33	1	1	BP
GO:0032535	regulation of cellular component size	382	9	7.03	1	1	BP
GO:0021825	substrate-dependent cerebral cortex tang...	33	4	0.61	1	1	BP
GO:0099039	sphingolipid translocation	9	1	0.17	1	1	BP
GO:0046128	purine ribonucleoside metabolic process	64	1	1.18	1	1	BP
GO:0021827	postnatal olfactory bulb interneuron mig...	15	3	0.28	1	1	BP
GO:0021828	gonadotrophin-releasing hormone neuronal...	18	1	0.33	1	1	BP
GO:0048731	system development	3632	111	66.86	1	1	BP
GO:2000273	positive regulation of signaling recepto...	29	1	0.53	1	1	BP
GO:2000274	regulation of epithelial cell migration,...	21	1	0.39	1	1	BP
GO:0048736	appendage development	367	21	6.76	1	1	BP
GO:0098868	bone growth	29	5	0.53	1	1	BP
GO:0048737	imaginal disc-derived appendage developm...	243	7	4.47	1	1	BP
GO:0048738	cardiac muscle tissue development	190	14	3.5	1	1	BP
GO:2000278	regulation of DNA biosynthetic process	90	4	1.66	1	1	BP
GO:0060081	membrane hyperpolarization	17	1	0.31	1	1	BP
GO:1903121	regulation of TRAIL-activated apoptotic ...	7	2	0.13	1	1	BP
GO:0071692	protein localization to extracellular re...	3	1	0.06	1	1	BP
GO:1902473	regulation of protein localization to sy...	12	1	0.22	1	1	BP
GO:1901380	negative regulation of potassium ion tra...	38	1	0.7	1	1	BP
GO:0001569	branching involved in blood vessel morph...	28	3	0.52	1	1	BP
GO:0071694	maintenance of protein location in extra...	1	1	0.02	1	1	BP
GO:0071695	anatomical structure maturation	265	9	4.88	1	1	BP
GO:0042509	regulation of tyrosine phosphorylation o...	55	5	1.01	1	1	BP
GO:0033600	negative regulation of mammary gland epi...	4	1	0.07	1	1	BP
GO:0071698	olfactory placode development	17	3	0.31	1	1	BP
GO:0071699	olfactory placode morphogenesis	17	3	0.31	1	1	BP
GO:0033604	negative regulation of catecholamine sec...	10	1	0.18	1	1	BP
GO:0002683	negative regulation of immune system pro...	250	7	4.6	1	1	BP
GO:0060070	canonical Wnt signaling pathway	229	21	4.22	1	1	BP
GO:0002684	positive regulation of immune system pro...	559	16	10.29	1	1	BP
GO:1901388	regulation of transforming growth factor...	1	1	0.02	1	1	BP
GO:0002685	regulation of leukocyte migration	85	7	1.56	1	1	BP
GO:0055117	regulation of cardiac muscle contraction	40	2	0.74	1	1	BP
GO:0060073	micturition	11	1	0.2	1	1	BP
GO:0002686	negative regulation of leukocyte migrati...	19	1	0.35	1	1	BP
GO:0001553	luteinization	10	2	0.18	1	1	BP
GO:0002687	positive regulation of leukocyte migrati...	60	6	1.1	1	1	BP
GO:0021846	cell proliferation in forebrain	42	3	0.77	1	1	BP
GO:0001554	luteolysis	6	1	0.11	1	1	BP
GO:0046148	pigment biosynthetic process	74	1	1.36	1	1	BP
GO:0002688	regulation of leukocyte chemotaxis	37	5	0.68	1	1	BP
GO:0002689	negative regulation of leukocyte chemota...	6	1	0.11	1	1	BP
GO:1903115	regulation of actin filament-based movem...	22	1	0.41	1	1	BP
GO:1901374	acetate ester transport	22	1	0.41	1	1	BP
GO:0097756	negative regulation of blood vessel diam...	93	2	1.71	1	1	BP
GO:0032502	developmental process	4732	124	87.12	1	1	BP
GO:0002673	regulation of acute inflammatory respons...	34	2	0.63	1	1	BP
GO:0060020	Bergmann glial cell differentiation	4	1	0.07	1	1	BP
GO:1901379	regulation of potassium ion transmembran...	59	1	1.09	1	1	BP
GO:0002675	positive regulation of acute inflammator...	15	2	0.28	1	1	BP
GO:0036119	response to platelet-derived growth fact...	24	1	0.44	1	1	BP
GO:0060023	soft palate development	2	2	0.04	1	1	BP
GO:0045444	fat cell differentiation	110	5	2.03	1	1	BP
GO:0045445	myoblast differentiation	38	1	0.7	1	1	BP
GO:0032507	maintenance of protein location in cell	62	1	1.14	1	1	BP
GO:0060026	convergent extension	37	3	0.68	1	1	BP
GO:0060027	convergent extension involved in gastrul...	24	2	0.44	1	1	BP
GO:2000241	regulation of reproductive process	297	15	5.47	1	1	BP
GO:2000242	negative regulation of reproductive proc...	60	7	1.1	1	1	BP
GO:1903146	regulation of autophagy of mitochondrion	31	1	0.57	1	1	BP
GO:0048702	embryonic neurocranium morphogenesis	8	1	0.15	1	1	BP
GO:2000243	positive regulation of reproductive proc...	116	5	2.14	1	1	BP
GO:0048703	embryonic viscerocranium morphogenesis	25	6	0.46	1	1	BP
GO:0048704	embryonic skeletal system morphogenesis	88	10	1.62	1	1	BP
GO:0048706	embryonic skeletal system development	108	11	1.99	1	1	BP
GO:0048707	instar larval or pupal morphogenesis	356	8	6.55	1	1	BP
GO:0048709	oligodendrocyte differentiation	74	4	1.36	1	1	BP
GO:2000249	regulation of actin cytoskeleton reorgan...	13	1	0.24	1	1	BP
GO:0001570	vasculogenesis	66	5	1.22	1	1	BP
GO:0042692	muscle cell differentiation	366	17	6.74	1	1	BP
GO:1903131	mononuclear cell differentiation	19	1	0.35	1	1	BP
GO:0042694	muscle cell fate specification	16	3	0.29	1	1	BP
GO:0042695	thelarche	3	1	0.06	1	1	BP
GO:0042698	ovulation cycle	48	4	0.88	1	1	BP
GO:0006260	DNA replication	248	3	4.57	1	1	BP
GO:0006261	DNA-dependent DNA replication	173	3	3.18	1	1	BP
GO:0019098	reproductive behavior	248	11	4.57	1	1	BP
GO:0035441	cell migration involved in vasculogenesi...	3	1	0.06	1	1	BP
GO:1901317	regulation of flagellated sperm motility	24	1	0.44	1	1	BP
GO:0060041	retina development in camera-type eye	161	5	2.96	1	1	BP
GO:0090091	positive regulation of extracellular mat...	5	1	0.09	1	1	BP
GO:0060042	retina morphogenesis in camera-type eye	64	2	1.18	1	1	BP
GO:0051693	actin filament capping	12	1	0.22	1	1	BP
GO:0090092	regulation of transmembrane receptor pro...	172	15	3.17	1	1	BP
GO:0060043	regulation of cardiac muscle cell prolif...	51	4	0.94	1	1	BP
GO:0060044	negative regulation of cardiac muscle ce...	11	1	0.2	1	1	BP
GO:0090094	metanephric cap mesenchymal cell prolife...	4	1	0.07	1	1	BP
GO:0060045	positive regulation of cardiac muscle ce...	38	3	0.7	1	1	BP
GO:0090095	regulation of metanephric cap mesenchyma...	4	1	0.07	1	1	BP
GO:0090096	positive regulation of metanephric cap m...	4	1	0.07	1	1	BP
GO:0060047	heart contraction	145	4	2.67	1	1	BP
GO:0090097	regulation of decapentaplegic signaling ...	7	1	0.13	1	1	BP
GO:0016126	sterol biosynthetic process	53	2	0.98	1	1	BP
GO:0090099	negative regulation of decapentaplegic s...	2	1	0.04	1	1	BP
GO:0097722	sperm motility	90	1	1.66	1	1	BP
GO:1901342	regulation of vasculature development	174	9	3.2	1	1	BP
GO:1901343	negative regulation of vasculature devel...	72	1	1.33	1	1	BP
GO:0021800	cerebral cortex tangential migration	36	4	0.66	1	1	BP
GO:0002643	regulation of tolerance induction	3	1	0.06	1	1	BP
GO:0060030	dorsal convergence	6	1	0.11	1	1	BP
GO:0001510	RNA methylation	59	1	1.09	1	1	BP
GO:0035434	copper ion transmembrane transport	12	1	0.22	1	1	BP
GO:0060031	mediolateral intercalation	2	1	0.04	1	1	BP
GO:0006259	DNA metabolic process	862	9	15.87	1	1	BP
GO:0098840	protein transport along microtubule	7	1	0.13	1	1	BP
GO:0001516	prostaglandin biosynthetic process	33	1	0.61	1	1	BP
GO:0071684	organism emergence from protective struc...	16	1	0.29	1	1	BP
GO:0012501	programmed cell death	1362	52	25.07	1	1	BP
GO:0060039	pericardium development	23	2	0.42	1	1	BP
GO:0006281	DNA repair	443	2	8.16	1	1	BP
GO:0006282	regulation of DNA repair	78	1	1.44	1	1	BP
GO:0071688	striated muscle myosin thick filament as...	13	1	0.24	1	1	BP
GO:0001541	ovarian follicle development	46	2	0.85	1	1	BP
GO:0042661	regulation of mesodermal cell fate speci...	34	3	0.63	1	1	BP
GO:0001542	ovulation from ovarian follicle	9	1	0.17	1	1	BP
GO:0042663	regulation of endodermal cell fate speci...	18	4	0.33	1	1	BP
GO:0071674	mononuclear cell migration	12	1	0.22	1	1	BP
GO:0071675	regulation of mononuclear cell migration	9	1	0.17	1	1	BP
GO:0071677	positive regulation of mononuclear cell ...	4	1	0.07	1	1	BP
GO:0006275	regulation of DNA replication	111	3	2.04	1	1	BP
GO:0071679	commissural neuron axon guidance	24	4	0.44	1	1	BP
GO:0097746	regulation of blood vessel diameter	149	2	2.74	1	1	BP
GO:1902400	intracellular signal transduction involv...	29	1	0.53	1	1	BP
GO:0071621	granulocyte chemotaxis	38	1	0.7	1	1	BP
GO:0051668	localization within membrane	104	3	1.91	1	1	BP
GO:0090066	regulation of anatomical structure size	590	13	10.86	1	1	BP
GO:1902402	signal transduction involved in mitotic ...	31	1	0.57	1	1	BP
GO:1902403	signal transduction involved in mitotic ...	31	1	0.57	1	1	BP
GO:0090068	positive regulation of cell cycle proces...	246	5	4.53	1	1	BP
GO:0061687	detoxification of inorganic compound	5	1	0.09	1	1	BP
GO:0042659	regulation of cell fate specification	75	5	1.38	1	1	BP
GO:0019058	viral life cycle	179	2	3.3	1	1	BP
GO:0051650	establishment of vesicle localization	261	5	4.8	1	1	BP
GO:0051651	maintenance of location in cell	81	4	1.49	1	1	BP
GO:0032663	regulation of interleukin-2 production	37	2	0.68	1	1	BP
GO:0090050	positive regulation of cell migration in...	16	2	0.29	1	1	BP
GO:0021593	rhombomere morphogenesis	14	1	0.26	1	1	BP
GO:0021594	rhombomere formation	12	1	0.22	1	1	BP
GO:0051654	establishment of mitochondrion localizat...	24	1	0.44	1	1	BP
GO:0051656	establishment of organelle localization	481	8	8.86	1	1	BP
GO:0042684	cardioblast cell fate commitment	16	1	0.29	1	1	BP
GO:0051657	maintenance of organelle location	12	1	0.22	1	1	BP
GO:0048864	stem cell development	87	4	1.6	1	1	BP
GO:0048865	stem cell fate commitment	32	4	0.59	1	1	BP
GO:0032651	regulation of interleukin-1 beta product...	22	3	0.41	1	1	BP
GO:0032652	regulation of interleukin-1 production	33	3	0.61	1	1	BP
GO:0032653	regulation of interleukin-10 production	12	1	0.22	1	1	BP
GO:0061620	glycolytic process through glucose-6-pho...	13	1	0.24	1	1	BP
GO:0032656	regulation of interleukin-13 production	4	1	0.07	1	1	BP
GO:0045196	establishment or maintenance of neurobla...	21	2	0.39	1	1	BP
GO:0048850	hypophysis morphogenesis	2	1	0.04	1	1	BP
GO:0098801	regulation of renal system process	21	1	0.39	1	1	BP
GO:0045198	establishment of epithelial cell apical/...	18	1	0.33	1	1	BP
GO:0090087	regulation of peptide transport	538	8	9.9	1	1	BP
GO:0061626	pharyngeal arch artery morphogenesis	9	1	0.17	1	1	BP
GO:0048852	diencephalon morphogenesis	2	1	0.04	1	1	BP
GO:1903297	regulation of hypoxia-induced intrinsic ...	4	1	0.07	1	1	BP
GO:0048853	forebrain morphogenesis	12	1	0.22	1	1	BP
GO:2000794	regulation of epithelial cell proliferat...	21	3	0.39	1	1	BP
GO:0019079	viral genome replication	107	1	1.97	1	1	BP
GO:0048856	anatomical structure development	4527	121	83.34	1	1	BP
GO:0036293	response to decreased oxygen levels	291	16	5.36	1	1	BP
GO:0048857	neural nucleus development	29	4	0.53	1	1	BP
GO:0032680	regulation of tumor necrosis factor prod...	54	3	0.99	1	1	BP
GO:0048858	cell projection morphogenesis	838	38	15.43	1	1	BP
GO:0036296	response to increased oxygen levels	52	2	0.96	1	1	BP
GO:0001502	cartilage condensation	18	4	0.33	1	1	BP
GO:0001505	regulation of neurotransmitter levels	309	3	5.69	1	1	BP
GO:0016101	diterpenoid metabolic process	60	1	1.1	1	1	BP
GO:0090075	relaxation of muscle	26	1	0.48	1	1	BP
GO:0048880	sensory system development	607	24	11.17	1	1	BP
GO:0032689	negative regulation of interferon-gamma ...	4	1	0.07	1	1	BP
GO:0061615	glycolytic process through fructose-6-ph...	13	1	0.24	1	1	BP
GO:0001508	action potential	159	2	2.93	1	1	BP
GO:0048881	mechanosensory lateral line system devel...	23	3	0.42	1	1	BP
GO:0071634	regulation of transforming growth factor...	18	1	0.33	1	1	BP
GO:0048884	neuromast development	10	1	0.18	1	1	BP
GO:0071636	positive regulation of transforming grow...	8	1	0.15	1	1	BP
GO:0021561	facial nerve development	23	1	0.42	1	1	BP
GO:0000082	G1/S transition of mitotic cell cycle	201	2	3.7	1	1	BP
GO:0021562	vestibulocochlear nerve development	20	1	0.37	1	1	BP
GO:0035194	posttranscriptional gene silencing by RN...	154	1	2.84	1	1	BP
GO:0032673	regulation of interleukin-4 production	10	2	0.18	1	1	BP
GO:0021564	vagus nerve development	2	2	0.04	1	1	BP
GO:0032675	regulation of interleukin-6 production	69	1	1.27	1	1	BP
GO:0061642	chemoattraction of axon	7	2	0.13	1	1	BP
GO:0032677	regulation of interleukin-8 production	27	1	0.5	1	1	BP
GO:0061643	chemorepulsion of axon	8	2	0.15	1	1	BP
GO:0090025	regulation of monocyte chemotaxis	5	1	0.09	1	1	BP
GO:0090026	positive regulation of monocyte chemotax...	4	1	0.07	1	1	BP
GO:0048872	homeostasis of number of cells	189	4	3.48	1	1	BP
GO:0061647	histone H3-K9 modification	36	1	0.66	1	1	BP
GO:0031589	cell-substrate adhesion	201	16	3.7	1	1	BP
GO:0048875	chemical homeostasis within a tissue	9	1	0.17	1	1	BP
GO:0032623	interleukin-2 production	40	2	0.74	1	1	BP
GO:0045161	neuronal ion channel clustering	18	1	0.33	1	1	BP
GO:0042640	anagen	4	1	0.07	1	1	BP
GO:0021553	olfactory nerve development	17	3	0.31	1	1	BP
GO:0031570	DNA integrity checkpoint	129	1	2.37	1	1	BP
GO:0031571	mitotic G1 DNA damage checkpoint	36	1	0.66	1	1	BP
GO:0000075	cell cycle checkpoint	180	1	3.31	1	1	BP
GO:0000077	DNA damage checkpoint	122	1	2.25	1	1	BP
GO:0048820	hair follicle maturation	12	1	0.22	1	1	BP
GO:0021559	trigeminal nerve development	7	1	0.13	1	1	BP
GO:0045168	cell-cell signaling involved in cell fat...	24	1	0.44	1	1	BP
GO:0019048	modulation by virus of host morphology o...	22	1	0.41	1	1	BP
GO:0051640	organelle localization	635	8	11.69	1	1	BP
GO:0032611	interleukin-1 beta production	33	3	0.61	1	1	BP
GO:0032612	interleukin-1 production	44	3	0.81	1	1	BP
GO:0032613	interleukin-10 production	15	1	0.28	1	1	BP
GO:0042633	hair cycle	82	7	1.51	1	1	BP
GO:0032616	interleukin-13 production	4	1	0.07	1	1	BP
GO:0051646	mitochondrion localization	46	2	0.85	1	1	BP
GO:0042634	regulation of hair cycle	21	2	0.39	1	1	BP
GO:0021587	cerebellum morphogenesis	40	1	0.74	1	1	BP
GO:0071600	otic vesicle morphogenesis	31	9	0.57	1	1	BP
GO:0042635	positive regulation of hair cycle	7	2	0.13	1	1	BP
GO:0051648	vesicle localization	270	5	4.97	1	1	BP
GO:0071604	transforming growth factor beta producti...	18	1	0.33	1	1	BP
GO:0048812	neuron projection morphogenesis	833	38	15.34	1	1	BP
GO:0090049	regulation of cell migration involved in...	29	2	0.53	1	1	BP
GO:0048813	dendrite morphogenesis	243	8	4.47	1	1	BP
GO:0048814	regulation of dendrite morphogenesis	120	4	2.21	1	1	BP
GO:2000756	regulation of peptidyl-lysine acetylatio...	41	1	0.75	1	1	BP
GO:0032640	tumor necrosis factor production	55	3	1.01	1	1	BP
GO:2000758	positive regulation of peptidyl-lysine a...	21	1	0.39	1	1	BP
GO:0048818	positive regulation of hair follicle mat...	3	1	0.06	1	1	BP
GO:0032642	regulation of chemokine production	27	2	0.5	1	1	BP
GO:0048819	regulation of hair follicle maturation	5	1	0.09	1	1	BP
GO:0035166	post-embryonic hemopoiesis	42	1	0.77	1	1	BP
GO:0021575	hindbrain morphogenesis	44	1	0.81	1	1	BP
GO:0008591	regulation of Wnt signaling pathway, cal...	2	1	0.04	1	1	BP
GO:0035167	larval lymph gland hemopoiesis	36	1	0.66	1	1	BP
GO:0045185	maintenance of protein location	95	2	1.75	1	1	BP
GO:0021577	hindbrain structural organization	4	1	0.07	1	1	BP
GO:0008593	regulation of Notch signaling pathway	164	2	3.02	1	1	BP
GO:1904776	regulation of protein localization to ce...	11	1	0.2	1	1	BP
GO:0090036	regulation of protein kinase C signaling	11	1	0.2	1	1	BP
GO:0048842	positive regulation of axon extension in...	10	1	0.18	1	1	BP
GO:0048843	negative regulation of axon extension in...	9	2	0.17	1	1	BP
GO:0048844	artery morphogenesis	50	5	0.92	1	1	BP
GO:0035150	regulation of tube size	209	3	3.85	1	1	BP
GO:0022612	gland morphogenesis	227	17	4.18	1	1	BP
GO:0048846	axon extension involved in axon guidance	66	4	1.22	1	1	BP
GO:0022613	ribonucleoprotein complex biogenesis	473	1	8.71	1	1	BP
GO:0035151	regulation of tube size, open tracheal s...	57	1	1.05	1	1	BP
GO:0000041	transition metal ion transport	84	5	1.55	1	1	BP
GO:0032633	interleukin-4 production	12	2	0.22	1	1	BP
GO:0032634	interleukin-5 production	3	2	0.06	1	1	BP
GO:0022617	extracellular matrix disassembly	70	7	1.29	1	1	BP
GO:0032635	interleukin-6 production	70	1	1.29	1	1	BP
GO:0000045	autophagosome assembly	90	1	1.66	1	1	BP
GO:0032637	interleukin-8 production	32	1	0.59	1	1	BP
GO:0035159	regulation of tube length, open tracheal...	39	1	0.72	1	1	BP
GO:0030099	myeloid cell differentiation	296	11	5.45	1	1	BP
GO:1903276	regulation of sodium ion export across p...	2	1	0.04	1	1	BP
GO:0021510	spinal cord development	93	6	1.71	1	1	BP
GO:0021511	spinal cord patterning	23	3	0.42	1	1	BP
GO:0001660	fever generation	7	1	0.13	1	1	BP
GO:0048839	inner ear development	174	16	3.2	1	1	BP
GO:0045123	cellular extravasation	28	1	0.52	1	1	BP
GO:0021515	cell differentiation in spinal cord	42	1	0.77	1	1	BP
GO:0031532	actin cytoskeleton reorganization	70	2	1.29	1	1	BP
GO:0021517	ventral spinal cord development	36	1	0.66	1	1	BP
GO:1903224	regulation of endodermal cell differenti...	18	4	0.33	1	1	BP
GO:1902172	regulation of keratinocyte apoptotic pro...	1	1	0.02	1	1	BP
GO:1903225	negative regulation of endodermal cell d...	16	4	0.29	1	1	BP
GO:0006790	sulfur compound metabolic process	302	4	5.56	1	1	BP
GO:1902175	regulation of oxidative stress-induced i...	25	1	0.46	1	1	BP
GO:0006793	phosphorus metabolic process	2221	43	40.89	1	1	BP
GO:1905097	regulation of guanyl-nucleotide exchange...	11	1	0.2	1	1	BP
GO:1901483	regulation of transcription factor catab...	17	1	0.31	1	1	BP
GO:1905099	positive regulation of guanyl-nucleotide...	4	1	0.07	1	1	BP
GO:0006796	phosphate-containing compound metabolic ...	2197	43	40.45	1	1	BP
GO:0051603	proteolysis involved in cellular protein...	530	9	9.76	1	1	BP
GO:0021545	cranial nerve development	74	6	1.36	1	1	BP
GO:0021546	rhombomere development	18	2	0.33	1	1	BP
GO:0051606	detection of stimulus	275	8	5.06	1	1	BP
GO:0001655	urogenital system development	386	25	7.11	1	1	BP
GO:0001656	metanephros development	60	2	1.1	1	1	BP
GO:0098581	detection of external biotic stimulus	14	1	0.26	1	1	BP
GO:0021549	cerebellum development	92	1	1.69	1	1	BP
GO:0001657	ureteric bud development	75	9	1.38	1	1	BP
GO:0001658	branching involved in ureteric bud morph...	44	4	0.81	1	1	BP
GO:0001659	temperature homeostasis	24	1	0.44	1	1	BP
GO:0090009	primitive streak formation	14	1	0.26	1	1	BP
GO:0035120	post-embryonic appendage morphogenesis	239	7	4.4	1	1	BP
GO:0035122	embryonic medial fin morphogenesis	2	1	0.04	1	1	BP
GO:0032602	chemokine production	28	2	0.52	1	1	BP
GO:0021533	cell differentiation in hindbrain	17	2	0.31	1	1	BP
GO:0035126	post-embryonic genitalia morphogenesis	20	1	0.37	1	1	BP
GO:0021535	cell migration in hindbrain	23	1	0.42	1	1	BP
GO:0021536	diencephalon development	96	7	1.77	1	1	BP
GO:0021537	telencephalon development	231	7	4.25	1	1	BP
GO:0032609	interferon-gamma production	21	4	0.39	1	1	BP
GO:1902115	regulation of organelle assembly	183	1	3.37	1	1	BP
GO:0010092	specification of animal organ identity	49	4	0.9	1	1	BP
GO:1902116	negative regulation of organelle assembl...	37	1	0.68	1	1	BP
GO:0048805	imaginal disc-derived genitalia morphoge...	20	1	0.37	1	1	BP
GO:0048806	genitalia development	79	5	1.45	1	1	BP
GO:0035112	genitalia morphogenesis	43	4	0.79	1	1	BP
GO:0048808	male genitalia morphogenesis	25	2	0.46	1	1	BP
GO:0035113	embryonic appendage morphogenesis	105	14	1.93	1	1	BP
GO:0035114	imaginal disc-derived appendage morphoge...	239	7	4.4	1	1	BP
GO:0035116	embryonic hindlimb morphogenesis	28	3	0.52	1	1	BP
GO:0008582	regulation of synaptic growth at neuromu...	126	5	2.32	1	1	BP
GO:0045136	development of secondary sexual characte...	5	1	0.09	1	1	BP
GO:0001676	long-chain fatty acid metabolic process	77	1	1.42	1	1	BP
GO:0008584	male gonad development	80	5	1.47	1	1	BP
GO:0001678	cellular glucose homeostasis	140	4	2.58	1	1	BP
GO:0008585	female gonad development	77	7	1.42	1	1	BP
GO:1903236	regulation of leukocyte tethering or rol...	3	1	0.06	1	1	BP
GO:2000733	regulation of glial cell-derived neurotr...	1	1	0.02	1	1	BP
GO:0008587	imaginal disc-derived wing margin morpho...	47	1	0.87	1	1	BP
GO:0022600	digestive system process	62	2	1.14	1	1	BP
GO:2000734	negative regulation of glial cell-derive...	1	1	0.02	1	1	BP
GO:0008589	regulation of smoothened signaling pathw...	111	7	2.04	1	1	BP
GO:2000736	regulation of stem cell differentiation	71	5	1.31	1	1	BP
GO:0022602	ovulation cycle process	37	3	0.68	1	1	BP
GO:0022603	regulation of anatomical structure morph...	781	36	14.38	1	1	BP
GO:0035141	medial fin morphogenesis	5	1	0.09	1	1	BP
GO:0098528	skeletal muscle fiber differentiation	5	2	0.09	1	1	BP
GO:0006766	vitamin metabolic process	152	6	2.8	1	1	BP
GO:0006767	water-soluble vitamin metabolic process	113	2	2.08	1	1	BP
GO:0035143	caudal fin morphogenesis	4	1	0.07	1	1	BP
GO:0035148	tube formation	196	13	3.61	1	1	BP
GO:0040024	dauer larval development	64	1	1.18	1	1	BP
GO:0040025	vulval development	99	4	1.82	1	1	BP
GO:0040029	regulation of gene expression, epigeneti...	325	3	5.98	1	1	BP
GO:0006753	nucleoside phosphate metabolic process	555	4	10.22	1	1	BP
GO:0006754	ATP biosynthetic process	111	2	2.04	1	1	BP
GO:0006757	ATP generation from ADP	77	2	1.42	1	1	BP
GO:0030072	peptide hormone secretion	213	5	3.92	1	1	BP
GO:0040011	locomotion	1610	69	29.64	1	1	BP
GO:0035137	hindlimb morphogenesis	33	3	0.61	1	1	BP
GO:0040013	negative regulation of locomotion	197	14	3.63	1	1	BP
GO:1904705	regulation of vascular smooth muscle cel...	27	1	0.5	1	1	BP
GO:1904706	negative regulation of vascular smooth m...	12	1	0.22	1	1	BP
GO:0040015	negative regulation of multicellular org...	45	1	0.83	1	1	BP
GO:1904707	positive regulation of vascular smooth m...	18	1	0.33	1	1	BP
GO:0098542	defense response to other organism	423	12	7.79	1	1	BP
GO:0048592	eye morphogenesis	386	17	7.11	1	1	BP
GO:0040018	positive regulation of multicellular org...	75	1	1.38	1	1	BP
GO:0048596	embryonic camera-type eye morphogenesis	39	5	0.72	1	1	BP
GO:2001053	regulation of mesenchymal cell apoptotic...	12	2	0.22	1	1	BP
GO:0048598	embryonic morphogenesis	737	38	13.57	1	1	BP
GO:0034968	histone lysine methylation	75	1	1.38	1	1	BP
GO:0048599	oocyte development	207	2	3.81	1	1	BP
GO:2001056	positive regulation of cysteine-type end...	108	4	1.99	1	1	BP
GO:1903201	regulation of oxidative stress-induced c...	50	1	0.92	1	1	BP
