gene1	gene2	relationship	orthogroup1	orthogroup2
Nvec_v1g127828	Nvec_v1g68647	inparalog_int	Homeodomains.HG7.3:like:ANTP_NKX2-1/ANTP_NKX2-2/ANTP_NKX2-3/ANTP_NKX2-4/ANTP_NKX2-5/ANTP_NKX2-6/ANTP_NKX2-8/ANTP_NKX3-1/ANTP_NKX3-2:likeclu:5/8/10/12	Homeodomains.HG7.3:like:ANTP_NKX2-1/ANTP_NKX2-2/ANTP_NKX2-3/ANTP_NKX2-4/ANTP_NKX2-5/ANTP_NKX2-6/ANTP_NKX2-8/ANTP_NKX3-1/ANTP_NKX3-2:likeclu:5/8/10/12
Xesp_021558	Nvec_v1g68647	ortholog_int	Homeodomains.HG7.3:like:ANTP_NKX2-1/ANTP_NKX2-2/ANTP_NKX2-3/ANTP_NKX2-4/ANTP_NKX2-5/ANTP_NKX2-6/ANTP_NKX2-8/ANTP_NKX3-1/ANTP_NKX3-2:likeclu:5/8/10/12	Homeodomains.HG7.3:like:ANTP_NKX2-1/ANTP_NKX2-2/ANTP_NKX2-3/ANTP_NKX2-4/ANTP_NKX2-5/ANTP_NKX2-6/ANTP_NKX2-8/ANTP_NKX3-1/ANTP_NKX3-2:likeclu:5/8/10/12
Hvul_g14674_1	Nvec_v1g69052	outparalog_int	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3
Hvul_g3559_1	Nvec_v1g69052	outparalog_int	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3
Nvec_v1g19034	Nvec_v1g69052	inparalog_int	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3
Hvul_g1989_1	Nvec_v1g69052	outparalog_int	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3
Hvul_g32274_1	Nvec_v1g69052	outparalog_int	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3
Nvec_v1g108513	Nvec_v1g7198	inparalog_int	Ets.HG1.8:ERG/FEV/FLI1	Ets.HG1.8:ERG/FEV/FLI1
Hvul_g10424_1	Nvec_v1g7208	ortholog_int	Homeodomains.HG9.0:POU_POU6F1/POU_POU6F2	Homeodomains.HG9.0:POU_POU6F1/POU_POU6F2
Xesp_009428	Nvec_v1g7208	ortholog_int	Homeodomains.HG9.0:POU_POU6F1/POU_POU6F2	Homeodomains.HG9.0:POU_POU6F1/POU_POU6F2
Hvul_g23296_1	Nvec_v1g7208	outparalog_int	Homeodomains.HG9.0:POU_POU6F1/POU_POU6F2	Homeodomains.HG9.0:POU_POU6F1/POU_POU6F2
Spis_XP_022797156_1	Nvec_v1g79707	outparalog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Spis_XP_022797147_1	Nvec_v1g79707	outparalog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Hvul_g15387_1	Nvec_v1g79707	ortholog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Nvec_v1g113102	Nvec_v1g79707	inparalog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Nvec_v1g153628	Nvec_v1g79707	inparalog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Xesp_015859	Nvec_v1g79707	ortholog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Xesp_015857	Nvec_v1g79707	ortholog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Nvec_v1g113172	Nvec_v1g79707	inparalog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Spis_XP_022797158_1	Nvec_v1g79707	outparalog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Nvec_v1g48861	Nvec_v1g79707	inparalog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Spis_XP_022797168_1	Nvec_v1g79707	outparalog_int	Homeodomains.HG2.43:PRD_DMBX1	Homeodomains.HG2.43:PRD_DMBX1
Hvul_g3730_1	Nvec_v1g80021	ortholog_int	zf-C2H2.HG17.0:ZNF277	zf-C2H2.HG17.0:ZNF277
Xesp_015707	Nvec_v1g80187	ortholog_int	Homeodomains.HG14.4:like:PRD_PITX1/PRD_PITX2:likeclu:2	Homeodomains.HG14.4:like:PRD_PITX1/PRD_PITX2:likeclu:2
Xesp_014820	Nvec_v1g80243	ortholog_int	bZIP.HG1.10:like:DBP/HLF/NFIL3/TEF:likeclu:12/16	bZIP.HG1.10:like:DBP/HLF/NFIL3/TEF:likeclu:12/16
Xesp_014749	Nvec_v1g80243	ortholog_int	bZIP.HG1.10:like:DBP/HLF/NFIL3/TEF:likeclu:12/16	bZIP.HG1.10:like:DBP/HLF/NFIL3/TEF:likeclu:12/16
Xesp_009860	Nvec_v1g80243	ortholog_int	bZIP.HG1.10:like:DBP/HLF/NFIL3/TEF:likeclu:12/16	bZIP.HG1.10:like:DBP/HLF/NFIL3/TEF:likeclu:12/16
Nvec_v1g100892	Nvec_v1g80365	inparalog_int	Homeodomains.HG16.0:ANTP_DBX1/ANTP_DBX2/ANTP_HLX	Homeodomains.HG16.0:ANTP_DBX1/ANTP_DBX2/ANTP_HLX
Spis_XP_022803267_1	Nvec_v1g80365	ortholog_int	Homeodomains.HG16.0:ANTP_DBX1/ANTP_DBX2/ANTP_HLX	Homeodomains.HG16.0:ANTP_DBX1/ANTP_DBX2/ANTP_HLX
Spis_XP_022789944_1	Nvec_v1g80365	outparalog_int	Homeodomains.HG16.0:ANTP_DBX1/ANTP_DBX2/ANTP_HLX	Homeodomains.HG16.0:ANTP_DBX1/ANTP_DBX2/ANTP_HLX
Xesp_009987	Nvec_v1g80365	ortholog_int	Homeodomains.HG16.0:ANTP_DBX1/ANTP_DBX2/ANTP_HLX	Homeodomains.HG16.0:ANTP_DBX1/ANTP_DBX2/ANTP_HLX
Hvul_g16557_1	Nvec_v1g80394	outparalog_ext	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Nvec_v1g82785	Nvec_v1g80394	inparalog_ext	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Spis_XP_022782913_1	Nvec_v1g80394	outparalog_ext	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Xesp_013039	Nvec_v1g80394	outparalog_ext	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Hvul_g5395_1	Nvec_v1g80696	outparalog_int	HLH.HG2.21:MAX	HLH.HG2.21:MAX
Hvul_g16274_1	Nvec_v1g80696	ortholog_int	HLH.HG2.21:MAX	HLH.HG2.21:MAX
Nvec_v1g82785	Nvec_v1g80927	inparalog_ext	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Hvul_g16557_1	Nvec_v1g80927	outparalog_ext	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Nvec_v1g80394	Nvec_v1g80927	inparalog_int	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Spis_XP_022798368_1	Nvec_v1g80927	outparalog_int	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Spis_XP_022782913_1	Nvec_v1g80927	outparalog_ext	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Xesp_013039	Nvec_v1g80927	outparalog_ext	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.32:like:ANTP_MSX1/ANTP_MSX2:likeclu:31
Spis_XP_022804334_1	Nvec_v1g80987	outparalog_ext	Homeodomains.HG3.15:ANTP_HOXA1/ANTP_HOXB1/ANTP_HOXD1	Homeodomains.HG3.16:like:ANTP_EVX1/ANTP_EVX2/ANTP_GBX1/ANTP_GBX2/ANTP_GSX1/ANTP_GSX2/ANTP_HOXA1/ANTP_HOXB1/ANTP_HOXD1/ANTP_MEOX1/ANTP_MEOX2/ANTP_MNX1/ANTP_MSX1/ANTP_MSX2:likeclu:15/20/23/24/26/29/31
Nvec_v1g101740	Nvec_v1g80987	inparalog_ext	Homeodomains.HG3.15:ANTP_HOXA1/ANTP_HOXB1/ANTP_HOXD1	Homeodomains.HG3.16:like:ANTP_EVX1/ANTP_EVX2/ANTP_GBX1/ANTP_GBX2/ANTP_GSX1/ANTP_GSX2/ANTP_HOXA1/ANTP_HOXB1/ANTP_HOXD1/ANTP_MEOX1/ANTP_MEOX2/ANTP_MNX1/ANTP_MSX1/ANTP_MSX2:likeclu:15/20/23/24/26/29/31
Xesp_009187	Nvec_v1g80987	outparalog_ext	Homeodomains.HG3.15:ANTP_HOXA1/ANTP_HOXB1/ANTP_HOXD1	Homeodomains.HG3.16:like:ANTP_EVX1/ANTP_EVX2/ANTP_GBX1/ANTP_GBX2/ANTP_GSX1/ANTP_GSX2/ANTP_HOXA1/ANTP_HOXB1/ANTP_HOXD1/ANTP_MEOX1/ANTP_MEOX2/ANTP_MNX1/ANTP_MSX1/ANTP_MSX2:likeclu:15/20/23/24/26/29/31
Xesp_013856	Nvec_v1g81163	ortholog_int	Homeodomains.HG5.4:like:ANTP_EMX1/ANTP_EMX2/ANTP_NOTO/ANTP_VAX1/ANTP_VAX2:likeclu:7/8/15	Homeodomains.HG5.4:like:ANTP_EMX1/ANTP_EMX2/ANTP_NOTO/ANTP_VAX1/ANTP_VAX2:likeclu:7/8/15
Hvul_g7519_1	Nvec_v1g81183	ortholog_int	ARID_BRIGHT.HG1.2:ARID5A/ARID5B	ARID_BRIGHT.HG1.2:ARID5A/ARID5B
Xesp_013795	Nvec_v1g81183	ortholog_int	ARID_BRIGHT.HG1.2:ARID5A/ARID5B	ARID_BRIGHT.HG1.2:ARID5A/ARID5B
Nvec_v1g67598	Nvec_v1g81232	inparalog_int	Ets.HG1.15:AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC	Ets.HG1.15:AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC
Xesp_015818	Nvec_v1g81232	outparalog_int	Ets.HG1.15:AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC	Ets.HG1.15:AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC
Xesp_023137	Nvec_v1g81232	ortholog_int	Ets.HG1.15:AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC	Ets.HG1.15:AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC
Hvul_g15327_1	Nvec_v1g81232	outparalog_int	Ets.HG1.15:AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC	Ets.HG1.15:AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC
Xesp_013872	Nvec_v1g81249	ortholog_int	Homeodomains.HG3.6:like:ANTP_CDX1/ANTP_CDX2/ANTP_CDX4/ANTP_EVX1/ANTP_EVX2/ANTP_GBX1/ANTP_GBX2/ANTP_GSX1/ANTP_GSX2/ANTP_HOXA1/ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXA4/ANTP_HOXA5/ANTP_HOXA6/ANTP_HOXA7/ANTP_HOXA9/ANTP_HOXA10/ANTP_HOXA11/ANTP_HOXA13/ANTP_HOXB1/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXB4/ANTP_HOXB5/ANTP_HOXB6/ANTP_HOXB7/ANTP_HOXB8/ANTP_HOXB9/ANTP_HOXB13/ANTP_HOXC4/ANTP_HOXC5/ANTP_HOXC6/ANTP_HOXC8/ANTP_HOXC9/ANTP_HOXC10/ANTP_HOXC12/ANTP_HOXC13/ANTP_HOXD1/ANTP_HOXD3/ANTP_HOXD4/ANTP_HOXD8/ANTP_HOXD9/ANTP_HOXD10/ANTP_HOXD11/ANTP_HOXD12/ANTP_HOXD13/ANTP_MEOX1/ANTP_MEOX2/ANTP_MNX1/ANTP_MSX1/ANTP_MSX2/ANTP_PDX1:likeclu:0/2/7/8/9/10/11/12/15/18/20/23/24/25/26/27/28/29/31	Homeodomains.HG3.6:like:ANTP_CDX1/ANTP_CDX2/ANTP_CDX4/ANTP_EVX1/ANTP_EVX2/ANTP_GBX1/ANTP_GBX2/ANTP_GSX1/ANTP_GSX2/ANTP_HOXA1/ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXA4/ANTP_HOXA5/ANTP_HOXA6/ANTP_HOXA7/ANTP_HOXA9/ANTP_HOXA10/ANTP_HOXA11/ANTP_HOXA13/ANTP_HOXB1/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXB4/ANTP_HOXB5/ANTP_HOXB6/ANTP_HOXB7/ANTP_HOXB8/ANTP_HOXB9/ANTP_HOXB13/ANTP_HOXC4/ANTP_HOXC5/ANTP_HOXC6/ANTP_HOXC8/ANTP_HOXC9/ANTP_HOXC10/ANTP_HOXC12/ANTP_HOXC13/ANTP_HOXD1/ANTP_HOXD3/ANTP_HOXD4/ANTP_HOXD8/ANTP_HOXD9/ANTP_HOXD10/ANTP_HOXD11/ANTP_HOXD12/ANTP_HOXD13/ANTP_MEOX1/ANTP_MEOX2/ANTP_MNX1/ANTP_MSX1/ANTP_MSX2/ANTP_PDX1:likeclu:0/2/7/8/9/10/11/12/15/18/20/23/24/25/26/27/28/29/31
Hvul_g26228_1	Nvec_v1g81249	ortholog_int	Homeodomains.HG3.6:like:ANTP_CDX1/ANTP_CDX2/ANTP_CDX4/ANTP_EVX1/ANTP_EVX2/ANTP_GBX1/ANTP_GBX2/ANTP_GSX1/ANTP_GSX2/ANTP_HOXA1/ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXA4/ANTP_HOXA5/ANTP_HOXA6/ANTP_HOXA7/ANTP_HOXA9/ANTP_HOXA10/ANTP_HOXA11/ANTP_HOXA13/ANTP_HOXB1/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXB4/ANTP_HOXB5/ANTP_HOXB6/ANTP_HOXB7/ANTP_HOXB8/ANTP_HOXB9/ANTP_HOXB13/ANTP_HOXC4/ANTP_HOXC5/ANTP_HOXC6/ANTP_HOXC8/ANTP_HOXC9/ANTP_HOXC10/ANTP_HOXC12/ANTP_HOXC13/ANTP_HOXD1/ANTP_HOXD3/ANTP_HOXD4/ANTP_HOXD8/ANTP_HOXD9/ANTP_HOXD10/ANTP_HOXD11/ANTP_HOXD12/ANTP_HOXD13/ANTP_MEOX1/ANTP_MEOX2/ANTP_MNX1/ANTP_MSX1/ANTP_MSX2/ANTP_PDX1:likeclu:0/2/7/8/9/10/11/12/15/18/20/23/24/25/26/27/28/29/31	Homeodomains.HG3.6:like:ANTP_CDX1/ANTP_CDX2/ANTP_CDX4/ANTP_EVX1/ANTP_EVX2/ANTP_GBX1/ANTP_GBX2/ANTP_GSX1/ANTP_GSX2/ANTP_HOXA1/ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXA4/ANTP_HOXA5/ANTP_HOXA6/ANTP_HOXA7/ANTP_HOXA9/ANTP_HOXA10/ANTP_HOXA11/ANTP_HOXA13/ANTP_HOXB1/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXB4/ANTP_HOXB5/ANTP_HOXB6/ANTP_HOXB7/ANTP_HOXB8/ANTP_HOXB9/ANTP_HOXB13/ANTP_HOXC4/ANTP_HOXC5/ANTP_HOXC6/ANTP_HOXC8/ANTP_HOXC9/ANTP_HOXC10/ANTP_HOXC12/ANTP_HOXC13/ANTP_HOXD1/ANTP_HOXD3/ANTP_HOXD4/ANTP_HOXD8/ANTP_HOXD9/ANTP_HOXD10/ANTP_HOXD11/ANTP_HOXD12/ANTP_HOXD13/ANTP_MEOX1/ANTP_MEOX2/ANTP_MNX1/ANTP_MSX1/ANTP_MSX2/ANTP_PDX1:likeclu:0/2/7/8/9/10/11/12/15/18/20/23/24/25/26/27/28/29/31
Xesp_011810	Nvec_v1g81344	outparalog_int	zf-met.HG13.0:NA	zf-met.HG13.0:NA
Nvec_v1g238693	Nvec_v1g81344	inparalog_int	zf-met.HG13.0:NA	zf-met.HG13.0:NA
Xesp_017429	Nvec_v1g81516	ortholog_int	Ets.HG1.13:SPDEF	Ets.HG1.13:SPDEF
Xesp_023878	Nvec_v1g81516	ortholog_int	Ets.HG1.13:SPDEF	Ets.HG1.13:SPDEF
Xesp_022438	Nvec_v1g81516	ortholog_int	Ets.HG1.13:SPDEF	Ets.HG1.13:SPDEF
Xesp_017416	Nvec_v1g81516	ortholog_int	Ets.HG1.13:SPDEF	Ets.HG1.13:SPDEF
Xesp_013982	Nvec_v1g82757	ortholog_int	NFYA.HG1.0:like:NFYA:likeclu:1	NFYA.HG1.0:like:NFYA:likeclu:1
Hvul_g29446_1	Nvec_v1g82757	ortholog_int	NFYA.HG1.0:like:NFYA:likeclu:1	NFYA.HG1.0:like:NFYA:likeclu:1
Xesp_013920	Nvec_v1g82763	ortholog_int	Homeodomains.HG10.3:ANTP_HMX1/ANTP_HMX2/ANTP_HMX3/ANTP_NKX6-1/ANTP_NKX6-2/ANTP_NKX6-3	Homeodomains.HG10.3:ANTP_HMX1/ANTP_HMX2/ANTP_HMX3/ANTP_NKX6-1/ANTP_NKX6-2/ANTP_NKX6-3
Nvec_v1g139174	Nvec_v1g82763	inparalog_int	Homeodomains.HG10.3:ANTP_HMX1/ANTP_HMX2/ANTP_HMX3/ANTP_NKX6-1/ANTP_NKX6-2/ANTP_NKX6-3	Homeodomains.HG10.3:ANTP_HMX1/ANTP_HMX2/ANTP_HMX3/ANTP_NKX6-1/ANTP_NKX6-2/ANTP_NKX6-3
Spis_XP_022800116_1	Nvec_v1g82763	outparalog_int	Homeodomains.HG10.3:ANTP_HMX1/ANTP_HMX2/ANTP_HMX3/ANTP_NKX6-1/ANTP_NKX6-2/ANTP_NKX6-3	Homeodomains.HG10.3:ANTP_HMX1/ANTP_HMX2/ANTP_HMX3/ANTP_NKX6-1/ANTP_NKX6-2/ANTP_NKX6-3
Xesp_013949	Nvec_v1g82763	outparalog_int	Homeodomains.HG10.3:ANTP_HMX1/ANTP_HMX2/ANTP_HMX3/ANTP_NKX6-1/ANTP_NKX6-2/ANTP_NKX6-3	Homeodomains.HG10.3:ANTP_HMX1/ANTP_HMX2/ANTP_HMX3/ANTP_NKX6-1/ANTP_NKX6-2/ANTP_NKX6-3
Xesp_013039	Nvec_v1g82785	ortholog_int	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2
Hvul_g16557_1	Nvec_v1g82785	ortholog_int	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2	Homeodomains.HG3.31:ANTP_MSX1/ANTP_MSX2
Xesp_022738	Nvec_v1g82910	outparalog_ext	zf-C2H2.HG9.6:ZNF771	zf-C2H2.HG9.4:like:ZNF771:likeclu:6
Spis_XP_022780929_1	Nvec_v1g82910	outparalog_ext	zf-C2H2.HG9.6:ZNF771	zf-C2H2.HG9.4:like:ZNF771:likeclu:6
Spis_XP_022796939_1	Nvec_v1g83807	ortholog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Xesp_001055	Nvec_v1g83807	ortholog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Nvec_v1g147359	Nvec_v1g83807	inparalog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Hvul_g1988_1	Nvec_v1g83807	ortholog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Spis_XP_022788323_1	Nvec_v1g83807	outparalog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Nvec_v1g236177	Nvec_v1g83807	inparalog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Xesp_021361	Nvec_v1g83807	outparalog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Spis_XP_022800322_1	Nvec_v1g83807	outparalog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Xesp_014302	Nvec_v1g83807	outparalog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Nvec_v1g229565	Nvec_v1g83807	inparalog_int	zf-C2H2.HG4.27:KLF6/KLF7	zf-C2H2.HG4.27:KLF6/KLF7
Xesp_002339	Nvec_v1g84066	outparalog_int	zf-C2H2.HG5.17:PRDM6	zf-C2H2.HG5.17:PRDM6
Xesp_002341	Nvec_v1g84066	outparalog_int	zf-C2H2.HG5.17:PRDM6	zf-C2H2.HG5.17:PRDM6
Xesp_002338	Nvec_v1g84066	outparalog_int	zf-C2H2.HG5.17:PRDM6	zf-C2H2.HG5.17:PRDM6
Spis_XP_022802009_1	Nvec_v1g84066	ortholog_int	zf-C2H2.HG5.17:PRDM6	zf-C2H2.HG5.17:PRDM6
Spis_XP_022778864_1	Nvec_v1g84782	ortholog_int	zf-C2H2.HG4.15:like:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12:likeclu:25/26/27/30	zf-C2H2.HG4.15:like:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12:likeclu:25/26/27/30
Xesp_012102	Nvec_v1g8492	outparalog_int	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2
Nvec_v1g232694	Nvec_v1g8492	inparalog_int	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2
Hvul_g21606_1	Nvec_v1g8492	ortholog_int	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2
Xesp_012100	Nvec_v1g8492	outparalog_int	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2
Spis_XP_022803294_1	Nvec_v1g8492	outparalog_int	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2
Nvec_v1g29743	Nvec_v1g8492	inparalog_int	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2	bZIP.HG1.19:FOS/FOSB/FOSL1/FOSL2
Nvec_v1g84782	Nvec_v1g85109	inparalog_int	zf-C2H2.HG4.15:like:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12:likeclu:25/26/27/30	zf-C2H2.HG4.15:like:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12:likeclu:25/26/27/30
Spis_XP_022778864_1	Nvec_v1g85109	ortholog_int	zf-C2H2.HG4.15:like:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12:likeclu:25/26/27/30	zf-C2H2.HG4.15:like:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12:likeclu:25/26/27/30
Nvec_v1g154925	Nvec_v1g85109	inparalog_int	zf-C2H2.HG4.15:like:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12:likeclu:25/26/27/30	zf-C2H2.HG4.15:like:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12:likeclu:25/26/27/30
Xesp_014203	Nvec_v1g85569	outparalog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Xesp_022267	Nvec_v1g85569	ortholog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Spis_XP_022801709_1	Nvec_v1g85569	outparalog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Spis_XP_022779108_1	Nvec_v1g85569	outparalog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Xesp_022304	Nvec_v1g85569	outparalog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Nvec_v1g110404	Nvec_v1g85569	inparalog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Hvul_g3801_1	Nvec_v1g85569	ortholog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Hvul_g16545_1	Nvec_v1g85569	outparalog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Nvec_v1g122918	Nvec_v1g85569	inparalog_int	RFX.HG1.0:RFX4/RFX6/RFX8	RFX.HG1.0:RFX4/RFX6/RFX8
Hvul_g20086_1	Nvec_v1g86806	ortholog_int	TEA.HG1.0:like:TEAD1/TEAD2/TEAD3/TEAD4:likeclu:1	TEA.HG1.0:like:TEAD1/TEAD2/TEAD3/TEAD4:likeclu:1
Hvul_g3249_1	Nvec_v1g86806	ortholog_int	TEA.HG1.0:like:TEAD1/TEAD2/TEAD3/TEAD4:likeclu:1	TEA.HG1.0:like:TEAD1/TEAD2/TEAD3/TEAD4:likeclu:1
