Hvul_g10365_1	Xesp_008452
Hvul_g13315_1	Xesp_023175
Hvul_g26706_1	Xesp_023175
Hvul_g26521_1	Xesp_023175
Hvul_g26522_1	Xesp_023175
Hvul_g19703_1	Xesp_023175
Hvul_g15574_1	Xesp_023175
Hvul_g5989_1	Xesp_014422
Hvul_g1320_1	Xesp_002385
Hvul_g1320_1	Xesp_002387
Hvul_g3518_1	Xesp_012721
Hvul_g3547_1	Xesp_012721
Hvul_g3536_1	Xesp_012721
Hvul_g7576_1	Xesp_012721
Hvul_g21488_1	Xesp_012721
Hvul_g33748_1	Xesp_012721
Hvul_g1620_1	Xesp_012721
Hvul_g33734_1	Xesp_012721
Hvul_g23444_1	Xesp_012721
Hvul_g28609_1	Xesp_012721
Hvul_g3227_1	Xesp_012721
Hvul_g10185_1	Xesp_012721
Hvul_g20343_1	Xesp_012721
Hvul_g25858_1	Xesp_012721
Hvul_g25854_1	Xesp_012721
Hvul_g28611_1	Xesp_012721
Hvul_g3518_1	Xesp_012750
Hvul_g3547_1	Xesp_012750
Hvul_g3536_1	Xesp_012750
Hvul_g6874_1	Xesp_012750
Hvul_g7576_1	Xesp_012750
Hvul_g21488_1	Xesp_012750
Hvul_g33748_1	Xesp_012750
Hvul_g33734_1	Xesp_012750
Hvul_g15864_1	Xesp_012750
Hvul_g23444_1	Xesp_012750
Hvul_g29332_1	Xesp_012750
Hvul_g29215_1	Xesp_012750
Hvul_g26211_1	Xesp_012750
Hvul_g10185_1	Xesp_012750
Hvul_g20343_1	Xesp_012750
Hvul_g3518_1	Xesp_012719
Hvul_g3547_1	Xesp_012719
Hvul_g6874_1	Xesp_012719
Hvul_g7576_1	Xesp_012719
Hvul_g21488_1	Xesp_012719
Hvul_g26967_1	Xesp_012719
Hvul_g23444_1	Xesp_012719
Hvul_g28611_1	Xesp_012719
Hvul_g10185_1	Xesp_012719
Hvul_g20343_1	Xesp_012719
Hvul_g25557_1	Xesp_012719
Hvul_g18853_1	Xesp_012719
Hvul_g3548_1	Xesp_012720
Hvul_g3518_1	Xesp_012720
Hvul_g3547_1	Xesp_012720
Hvul_g15863_1	Xesp_012720
Hvul_g3536_1	Xesp_012720
Hvul_g6874_1	Xesp_012720
Hvul_g7576_1	Xesp_012720
Hvul_g21488_1	Xesp_012720
Hvul_g25858_1	Xesp_012720
Hvul_g25853_1	Xesp_012720
Hvul_g33748_1	Xesp_012720
Hvul_g1620_1	Xesp_012720
Hvul_g33734_1	Xesp_012720
Hvul_g28609_1	Xesp_012720
Hvul_g15864_1	Xesp_012720
Hvul_g23444_1	Xesp_012720
Hvul_g26967_1	Xesp_012720
Hvul_g28611_1	Xesp_012720
Hvul_g3227_1	Xesp_012720
Hvul_g10185_1	Xesp_012720
Hvul_g20343_1	Xesp_012720
Hvul_g25557_1	Xesp_012720
Hvul_g3518_1	Xesp_013480
Hvul_g3547_1	Xesp_013480
Hvul_g15863_1	Xesp_013480
Hvul_g3536_1	Xesp_013480
Hvul_g6874_1	Xesp_013480
Hvul_g7576_1	Xesp_013480
Hvul_g21488_1	Xesp_013480
Hvul_g33748_1	Xesp_013480
Hvul_g1620_1	Xesp_013480
Hvul_g28609_1	Xesp_013480
Hvul_g33734_1	Xesp_013480
Hvul_g23444_1	Xesp_013480
Hvul_g28611_1	Xesp_013480
Hvul_g3227_1	Xesp_013480
Hvul_g10185_1	Xesp_013480
Hvul_g20343_1	Xesp_013480
Hvul_g25557_1	Xesp_013480
Hvul_g22208_1	Xesp_020030
Hvul_g5309_1	Xesp_014913
Hvul_g903_1	Xesp_024760
Hvul_g903_1	Xesp_024772
Hvul_g903_1	Xesp_024695
Hvul_g903_1	Xesp_023507
Hvul_g903_1	Xesp_024702
Hvul_g903_1	Xesp_021125
Hvul_g903_1	Xesp_023429
Hvul_g903_1	Xesp_005787
Hvul_g903_1	Xesp_023424
Hvul_g903_1	Xesp_024777
Hvul_g903_1	Xesp_023426
Hvul_g903_1	Xesp_024741
Hvul_g903_1	Xesp_023504
Hvul_g903_1	Xesp_023505
Hvul_g903_1	Xesp_024701
Hvul_g903_1	Xesp_024767
Hvul_g10710_1	Xesp_002697
Hvul_g10709_1	Xesp_002697
Hvul_g10710_1	Xesp_002692
Hvul_g10709_1	Xesp_002692
Hvul_g10710_1	Xesp_002695
Hvul_g10709_1	Xesp_002695
Hvul_g14142_1	Xesp_005479
Hvul_g14142_1	Xesp_005461
Hvul_g23108_1	Xesp_007437
Hvul_g23111_1	Xesp_007437
Hvul_g24284_1	Xesp_028609
Hvul_g17471_1	Xesp_028609
Hvul_g7383_1	Xesp_028609
Hvul_g24284_1	Xesp_028969
Hvul_g7383_1	Xesp_028969
Hvul_g32792_1	Xesp_028969
Hvul_g7383_1	Xesp_029141
Hvul_g32792_1	Xesp_029141
Hvul_g32792_1	Xesp_010231
Hvul_g24284_1	Xesp_010231
Hvul_g17471_1	Xesp_010231
Hvul_g7383_1	Xesp_010231
Hvul_g33746_1	Xesp_008936
Hvul_g7466_1	Xesp_008936
Hvul_g33746_1	Xesp_028491
Hvul_g7466_1	Xesp_028491
Hvul_g17471_1	Xesp_001413
Hvul_g7466_1	Xesp_025073
Hvul_g33746_1	Xesp_025073
Hvul_g33746_1	Xesp_008949
Hvul_g7466_1	Xesp_008949
Hvul_g22258_1	Xesp_014669
Hvul_g17186_1	Xesp_008876
Hvul_g24680_1	Xesp_010943
Hvul_g24680_1	Xesp_010942
Hvul_g24680_1	Xesp_010940
Hvul_g24680_1	Xesp_010938
Hvul_g27820_1	Xesp_010884
Hvul_g14617_1	Xesp_012414
Hvul_g30176_1	Xesp_011929
Hvul_g24207_1	Xesp_011967
Hvul_g23895_1	Xesp_011967
Hvul_g9733_1	Xesp_011967
Hvul_g23356_1	Xesp_011967
Hvul_g28478_1	Xesp_011967
Hvul_g30909_1	Xesp_011967
Hvul_g17307_1	Xesp_011967
Hvul_g11146_1	Xesp_011967
Hvul_g18997_1	Xesp_011967
Hvul_g6438_1	Xesp_011967
Hvul_g17306_1	Xesp_011967
Hvul_g22894_1	Xesp_011967
Hvul_g22892_1	Xesp_011967
Hvul_g17668_1	Xesp_011368
Hvul_g31403_1	Xesp_008159
Hvul_g32331_1	Xesp_012294
Hvul_g13677_1	Xesp_022170
Hvul_g21270_1	Xesp_007122
Hvul_g30989_1	Xesp_007122
Hvul_g21270_1	Xesp_007119
Hvul_g21270_1	Xesp_007123
Hvul_g21270_1	Xesp_007124
Hvul_g30989_1	Xesp_007119
Hvul_g30989_1	Xesp_007123
Hvul_g30989_1	Xesp_007124
Hvul_g28436_1	Xesp_013076
Hvul_g28438_1	Xesp_013076
Hvul_g6539_1	Xesp_009951
Hvul_g30297_1	Xesp_022796
Hvul_g30309_1	Xesp_022796
Hvul_g1431_1	Xesp_005028
Hvul_g27637_1	Xesp_023527
Hvul_g27636_1	Xesp_023527
Hvul_g27620_1	Xesp_022700
Hvul_g17060_1	Xesp_000342
Hvul_g17061_1	Xesp_000342
Hvul_g24987_1	Xesp_010531
Hvul_g30982_1	Xesp_005519
Hvul_g30983_1	Xesp_005519
Hvul_g30983_1	Xesp_005517
Hvul_g30982_1	Xesp_005517
Hvul_g17350_1	Xesp_004374
Hvul_g24653_1	Xesp_013908
Hvul_g3432_1	Xesp_024088
Hvul_g2040_1	Xesp_024088
Hvul_g3432_1	Xesp_009121
Hvul_g3432_1	Xesp_026321
Hvul_g3432_1	Xesp_026234
Hvul_g2040_1	Xesp_026321
Hvul_g2040_1	Xesp_026234
Hvul_g3432_1	Xesp_001832
Hvul_g2040_1	Xesp_001832
Hvul_g3432_1	Xesp_026137
Hvul_g3432_1	Xesp_027104
Hvul_g3432_1	Xesp_025183
Hvul_g3432_1	Xesp_023329
Hvul_g2040_1	Xesp_026137
Hvul_g2040_1	Xesp_027104
Hvul_g2040_1	Xesp_025183
Hvul_g2040_1	Xesp_023329
Hvul_g3432_1	Xesp_009074
Hvul_g3432_1	Xesp_007283
Hvul_g3432_1	Xesp_025560
Hvul_g2040_1	Xesp_025560
Hvul_g3432_1	Xesp_026138
Hvul_g28281_1	Xesp_005889
Hvul_g26484_1	Xesp_016552
Hvul_g5737_1	Xesp_021563
Hvul_g33410_1	Xesp_022246
Hvul_g19597_1	Xesp_011605
Hvul_g29404_1	Xesp_014289
Hvul_g10442_1	Xesp_026414
Hvul_g31581_1	Xesp_026414
Hvul_g11350_1	Xesp_008649
Hvul_g8891_1	Xesp_008649
Hvul_g7139_1	Xesp_026095
Hvul_g6190_1	Xesp_026095
Hvul_g6927_1	Xesp_026095
Hvul_g1565_1	Xesp_026095
Hvul_g13554_1	Xesp_026095
Hvul_g21661_1	Xesp_028477
Hvul_g7138_1	Xesp_028477
Hvul_g7139_1	Xesp_028477
Hvul_g8891_1	Xesp_028477
Hvul_g11350_1	Xesp_028477
Hvul_g1565_1	Xesp_028477
Hvul_g10442_1	Xesp_024353
Hvul_g9125_1	Xesp_026948
Hvul_g18172_1	Xesp_026948
Hvul_g10442_1	Xesp_009566
Hvul_g31581_1	Xesp_009566
Hvul_g9125_1	Xesp_025599
Hvul_g10442_1	Xesp_025599
Hvul_g25941_1	Xesp_018978
Hvul_g25941_1	Xesp_025478
Hvul_g7139_1	Xesp_023748
Hvul_g6190_1	Xesp_023748
Hvul_g6927_1	Xesp_023748
Hvul_g1565_1	Xesp_023748
Hvul_g13554_1	Xesp_023748
Hvul_g9186_1	Xesp_023748
Hvul_g7139_1	Xesp_024992
Hvul_g7139_1	Xesp_024894
Hvul_g6190_1	Xesp_024992
Hvul_g6190_1	Xesp_024894
Hvul_g6927_1	Xesp_024992
Hvul_g6927_1	Xesp_024894
Hvul_g1565_1	Xesp_024992
Hvul_g1565_1	Xesp_024894
Hvul_g13554_1	Xesp_024992
Hvul_g13554_1	Xesp_024894
Hvul_g31581_1	Xesp_024200
Hvul_g1565_1	Xesp_008843
Hvul_g13554_1	Xesp_008843
Hvul_g1238_1	Xesp_008843
Hvul_g27539_1	Xesp_026589
Hvul_g7139_1	Xesp_026589
Hvul_g11350_1	Xesp_022548
Hvul_g7139_1	Xesp_022548
Hvul_g6927_1	Xesp_022548
Hvul_g1565_1	Xesp_022548
Hvul_g13554_1	Xesp_022548
Hvul_g1238_1	Xesp_029092
Hvul_g7139_1	Xesp_026219
Hvul_g6190_1	Xesp_026219
Hvul_g6927_1	Xesp_026219
Hvul_g1565_1	Xesp_026219
Hvul_g13554_1	Xesp_026219
Hvul_g23055_1	Xesp_015172
Hvul_g13554_1	Xesp_015172
Hvul_g6927_1	Xesp_015172
Hvul_g1565_1	Xesp_015172
Hvul_g4555_1	Xesp_016587
Hvul_g3985_1	Xesp_006980
Hvul_g5844_1	Xesp_013833
Hvul_g5845_1	Xesp_013833
Hvul_g5844_1	Xesp_003026
Hvul_g5845_1	Xesp_003026
Hvul_g5844_1	Xesp_013834
Hvul_g5845_1	Xesp_013834
Hvul_g5844_1	Xesp_013805
Hvul_g5845_1	Xesp_013805
Hvul_g5844_1	Xesp_013831
Hvul_g5844_1	Xesp_013957
Hvul_g5845_1	Xesp_013957
Hvul_g32713_1	Xesp_012063
Hvul_g22723_1	Xesp_015341
Hvul_g275_1	Xesp_022030
Hvul_g272_1	Xesp_022030
Hvul_g27310_1	Xesp_001144
Hvul_g27310_1	Xesp_001145
Hvul_g27310_1	Xesp_001136
Hvul_g27310_1	Xesp_001129
Hvul_g15445_1	Xesp_002358
Hvul_g9002_1	Xesp_013244
Hvul_g9591_1	Xesp_026597
Hvul_g10641_1	Xesp_015565
Hvul_g10645_1	Xesp_015565
Hvul_g12991_1	Xesp_001069
Hvul_g12991_1	Xesp_001072
Hvul_g15097_1	Xesp_004935
Hvul_g22300_1	Xesp_014706
Hvul_g24685_1	Xesp_014706
Hvul_g5972_1	Xesp_008667
Hvul_g2608_1	Xesp_008667
Hvul_g5971_1	Xesp_008667
Hvul_g5970_1	Xesp_008667
Hvul_g5972_1	Xesp_008390
Hvul_g2608_1	Xesp_008390
Hvul_g5971_1	Xesp_008390
Hvul_g5970_1	Xesp_008390
Hvul_g22300_1	Xesp_015076
Hvul_g24685_1	Xesp_015076
Hvul_g22300_1	Xesp_016350
Hvul_g24685_1	Xesp_016350
Hvul_g18488_1	Xesp_005295
Hvul_g18477_1	Xesp_005295
Hvul_g18475_1	Xesp_005295
Hvul_g18488_1	Xesp_018779
Hvul_g18477_1	Xesp_018779
Hvul_g18475_1	Xesp_018779
Hvul_g18378_1	Xesp_002425
Hvul_g18375_1	Xesp_002425
Hvul_g18376_1	Xesp_002425
Hvul_g18377_1	Xesp_002425
Hvul_g27577_1	Xesp_022361
Hvul_g26616_1	Xesp_012984
Hvul_g2323_1	Xesp_012984
Hvul_g29527_1	Xesp_004477
Hvul_g28474_1	Xesp_020070
Hvul_g28474_1	Xesp_020092
Hvul_g28473_1	Xesp_020070
Hvul_g28473_1	Xesp_020092
Hvul_g22347_1	Xesp_020687
Hvul_g14399_1	Xesp_020687
Hvul_g22347_1	Xesp_025085
Hvul_g14399_1	Xesp_025085
Hvul_g31555_1	Xesp_028857
Hvul_g7155_1	Xesp_028857
Hvul_g5846_1	Xesp_028857
Hvul_g24726_1	Xesp_028857
Hvul_g19035_1	Xesp_028857
Hvul_g16307_1	Xesp_024406
Hvul_g24727_1	Xesp_029072
Hvul_g26108_1	Xesp_029072
Hvul_g31555_1	Xesp_029072
Hvul_g7155_1	Xesp_029072
Hvul_g5846_1	Xesp_029072
Hvul_g24726_1	Xesp_029072
Hvul_g19035_1	Xesp_029072
Hvul_g7004_1	Xesp_029072
Hvul_g24727_1	Xesp_028907
Hvul_g26108_1	Xesp_028907
Hvul_g31555_1	Xesp_028907
Hvul_g7155_1	Xesp_028907
Hvul_g5846_1	Xesp_028907
Hvul_g24726_1	Xesp_028907
Hvul_g19035_1	Xesp_028907
Hvul_g16307_1	Xesp_028907
Hvul_g10425_1	Xesp_014691
Hvul_g24727_1	Xesp_014691
Hvul_g26108_1	Xesp_014691
Hvul_g16307_1	Xesp_014691
Hvul_g10425_1	Xesp_024910
Hvul_g26108_1	Xesp_024910
Hvul_g31555_1	Xesp_024910
Hvul_g7155_1	Xesp_024910
Hvul_g5846_1	Xesp_024910
Hvul_g24726_1	Xesp_024910
Hvul_g19035_1	Xesp_024910
Hvul_g2418_1	Xesp_024910
Hvul_g7154_1	Xesp_024910
Hvul_g24727_1	Xesp_001319
Hvul_g26108_1	Xesp_001319
Hvul_g31555_1	Xesp_001319
Hvul_g7155_1	Xesp_001319
Hvul_g5846_1	Xesp_001319
Hvul_g24726_1	Xesp_001319
Hvul_g19035_1	Xesp_001319
Hvul_g24727_1	Xesp_011180
Hvul_g26108_1	Xesp_011180
Hvul_g31555_1	Xesp_011180
Hvul_g7155_1	Xesp_011180
Hvul_g5846_1	Xesp_011180
Hvul_g24726_1	Xesp_011180
Hvul_g19035_1	Xesp_011180
Hvul_g16307_1	Xesp_011180
Hvul_g24727_1	Xesp_006584
Hvul_g7004_1	Xesp_006584
Hvul_g31555_1	Xesp_006584
Hvul_g7155_1	Xesp_006584
Hvul_g5846_1	Xesp_006584
Hvul_g24726_1	Xesp_006584
Hvul_g19035_1	Xesp_006584
Hvul_g16307_1	Xesp_006584
Hvul_g26108_1	Xesp_006584
Hvul_g24727_1	Xesp_026150
Hvul_g10425_1	Xesp_024305
Hvul_g31555_1	Xesp_000159
Hvul_g7155_1	Xesp_000159
Hvul_g5846_1	Xesp_000159
Hvul_g24726_1	Xesp_000159
Hvul_g19035_1	Xesp_000159
Hvul_g10425_1	Xesp_026477
Hvul_g24727_1	Xesp_026455
Hvul_g26108_1	Xesp_026455
Hvul_g31555_1	Xesp_026455
Hvul_g7155_1	Xesp_026455
Hvul_g5846_1	Xesp_026455
Hvul_g24726_1	Xesp_026455
Hvul_g19035_1	Xesp_026455
Hvul_g8924_1	Xesp_013156
Hvul_g8957_1	Xesp_009195
Hvul_g9488_1	Xesp_015087
Hvul_g8957_1	Xesp_015087
Hvul_g14933_1	Xesp_019863
Hvul_g18983_1	Xesp_028922
Hvul_g14933_1	Xesp_028922
Hvul_g313_1	Xesp_018606
Hvul_g29637_1	Xesp_022129
Hvul_g5558_1	Xesp_007009
Hvul_g5554_1	Xesp_007009
Hvul_g18812_1	Xesp_001162
Hvul_g27137_1	Xesp_008309
Hvul_g20766_1	Xesp_006100
Hvul_g20766_1	Xesp_006099
Hvul_g23370_1	Xesp_006099
Hvul_g19451_1	Xesp_026792
Hvul_g26377_1	Xesp_026792
Hvul_g19451_1	Xesp_004569
Hvul_g26378_1	Xesp_004569
Hvul_g13057_1	Xesp_004569
Hvul_g6245_1	Xesp_004569
Hvul_g31653_1	Xesp_004569
Hvul_g17899_1	Xesp_004569
Hvul_g26828_1	Xesp_004569
Hvul_g3496_1	Xesp_004569
Hvul_g162_1	Xesp_004569
Hvul_g28740_1	Xesp_004569
Hvul_g22475_1	Xesp_004569
Hvul_g4652_1	Xesp_004569
Hvul_g12921_1	Xesp_004569
Hvul_g32951_1	Xesp_004569
Hvul_g32950_1	Xesp_028287
Hvul_g9016_1	Xesp_028287
Hvul_g8103_1	Xesp_028287
Hvul_g9218_1	Xesp_028287
Hvul_g10570_1	Xesp_028287
Hvul_g1918_1	Xesp_028287
Hvul_g8250_1	Xesp_028287
Hvul_g26377_1	Xesp_026978
Hvul_g25559_1	Xesp_026978
Hvul_g17261_1	Xesp_026978
Hvul_g20610_1	Xesp_026978
Hvul_g14701_1	Xesp_026978
Hvul_g1486_1	Xesp_026978
Hvul_g4478_1	Xesp_026978
Hvul_g20362_1	Xesp_006526
Hvul_g12841_1	Xesp_006526
Hvul_g32950_1	Xesp_006526
Hvul_g20610_1	Xesp_006526
Hvul_g17261_1	Xesp_006526
Hvul_g12924_1	Xesp_006526
Hvul_g20362_1	Xesp_017059
Hvul_g12841_1	Xesp_017059
Hvul_g32950_1	Xesp_017059
Hvul_g20610_1	Xesp_017059
Hvul_g17261_1	Xesp_017059
Hvul_g6714_1	Xesp_017059
Hvul_g12923_1	Xesp_017059
Hvul_g1485_1	Xesp_017059
Hvul_g12924_1	Xesp_017059
Hvul_g22598_1	Xesp_017059
Hvul_g9218_1	Xesp_017059
Hvul_g1918_1	Xesp_017059
Hvul_g9016_1	Xesp_017059
Hvul_g15063_1	Xesp_017059
Hvul_g10570_1	Xesp_017059
Hvul_g32379_1	Xesp_017059
Hvul_g20610_1	Xesp_016901
Hvul_g10570_1	Xesp_016901
Hvul_g20362_1	Xesp_016901
Hvul_g12841_1	Xesp_016901
Hvul_g12923_1	Xesp_016901
Hvul_g29388_1	Xesp_016901
Hvul_g19449_1	Xesp_016901
Hvul_g19451_1	Xesp_016901
Hvul_g19451_1	Xesp_024236
Hvul_g6245_1	Xesp_024236
Hvul_g31653_1	Xesp_024236
Hvul_g17899_1	Xesp_024236
Hvul_g26828_1	Xesp_024236
Hvul_g3496_1	Xesp_024236
Hvul_g162_1	Xesp_024236
Hvul_g28740_1	Xesp_024236
Hvul_g22475_1	Xesp_024236
Hvul_g4652_1	Xesp_024236
Hvul_g12921_1	Xesp_024236
Hvul_g32951_1	Xesp_024236
Hvul_g10570_1	Xesp_016921
Hvul_g29388_1	Xesp_016921
Hvul_g1918_1	Xesp_016921
Hvul_g19451_1	Xesp_023345
Hvul_g10570_1	Xesp_016922
Hvul_g1918_1	Xesp_016922
Hvul_g26377_1	Xesp_006440
Hvul_g30482_1	Xesp_029008
Hvul_g14815_1	Xesp_029008
Hvul_g17325_1	Xesp_029008
Hvul_g30103_1	Xesp_029008
Hvul_g24739_1	Xesp_029008
Hvul_g538_1	Xesp_029008
Hvul_g23532_1	Xesp_029008
Hvul_g19830_1	Xesp_029008
Hvul_g14663_1	Xesp_029008
Hvul_g16415_1	Xesp_029008
Hvul_g15941_1	Xesp_029008
Hvul_g11601_1	Xesp_029008
Hvul_g20810_1	Xesp_029008
Hvul_g28355_1	Xesp_029008
Hvul_g7136_1	Xesp_029008
Hvul_g30376_1	Xesp_029008
Hvul_g14024_1	Xesp_029008
Hvul_g30329_1	Xesp_029008
Hvul_g32686_1	Xesp_029008
Hvul_g21242_1	Xesp_029008
Hvul_g21846_1	Xesp_029008
Hvul_g16328_1	Xesp_010195
Hvul_g8260_1	Xesp_010195
Hvul_g1754_1	Xesp_014223
Hvul_g1753_1	Xesp_014223
Hvul_g14695_1	Xesp_007847
Hvul_g25705_1	Xesp_013204
Hvul_g8977_1	Xesp_024688
Hvul_g6053_1	Xesp_024688
Hvul_g30064_1	Xesp_021176
Hvul_g9440_1	Xesp_021176
Hvul_g22444_1	Xesp_021176
Hvul_g23316_1	Xesp_021176
Hvul_g29004_1	Xesp_021176
Hvul_g31887_1	Xesp_021176
Hvul_g16540_1	Xesp_021176
Hvul_g16276_1	Xesp_021176
Hvul_g31251_1	Xesp_021176
Hvul_g31569_1	Xesp_015545
Hvul_g17214_1	Xesp_025957
Hvul_g21042_1	Xesp_025957
Hvul_g17214_1	Xesp_010894
Hvul_g21042_1	Xesp_010894
Hvul_g21929_1	Xesp_010894
Hvul_g21042_1	Xesp_013495
Hvul_g6347_1	Xesp_013495
Hvul_g29777_1	Xesp_013495
Hvul_g21929_1	Xesp_013495
Hvul_g17214_1	Xesp_013495
Hvul_g33805_1	Xesp_016268
Hvul_g24288_1	Xesp_016268
Hvul_g12313_1	Xesp_016268
Hvul_g12313_1	Xesp_028254
Hvul_g12313_1	Xesp_026872
Hvul_g33805_1	Xesp_028255
Hvul_g24288_1	Xesp_028255
Hvul_g33805_1	Xesp_027551
Hvul_g24288_1	Xesp_027551
Hvul_g12313_1	Xesp_027551
Hvul_g33805_1	Xesp_029059
Hvul_g24288_1	Xesp_029059
Hvul_g33805_1	Xesp_006537
Hvul_g24288_1	Xesp_006537
Hvul_g33805_1	Xesp_027552
Hvul_g24288_1	Xesp_027552
Hvul_g33805_1	Xesp_016269
Hvul_g24288_1	Xesp_016269
Hvul_g12313_1	Xesp_027552
Hvul_g12313_1	Xesp_016269
Hvul_g33805_1	Xesp_026545
Hvul_g24288_1	Xesp_026545
Hvul_g12313_1	Xesp_026545
Hvul_g15816_1	Xesp_003122
Hvul_g15815_1	Xesp_003122
Hvul_g31531_1	Xesp_004923
Hvul_g31530_1	Xesp_004923
Hvul_g20464_1	Xesp_005241
Hvul_g32875_1	Xesp_002372
Hvul_g32877_1	Xesp_002372
Hvul_g32876_1	Xesp_002372
Hvul_g28025_1	Xesp_015515
Hvul_g8497_1	Xesp_009738
Hvul_g30379_1	Xesp_009738
Hvul_g10166_1	Xesp_009738
Hvul_g8497_1	Xesp_010176
Hvul_g30379_1	Xesp_010176
Hvul_g10166_1	Xesp_010176
Hvul_g8497_1	Xesp_009677
Hvul_g30379_1	Xesp_009677
Hvul_g33716_1	Xesp_011287
Hvul_g10084_1	Xesp_012197
Hvul_g21152_1	Xesp_013826
Hvul_g10491_1	Xesp_020548
Hvul_g10491_1	Xesp_020537
Hvul_g10491_1	Xesp_020541
Hvul_g10491_1	Xesp_020543
Hvul_g10491_1	Xesp_020547
Hvul_g24588_1	Xesp_020547
Hvul_g24469_1	Xesp_020547
Hvul_g24471_1	Xesp_020547
Hvul_g25595_1	Xesp_020547
Hvul_g20334_1	Xesp_020547
Hvul_g10491_1	Xesp_020538
Hvul_g17028_1	Xesp_020538
Hvul_g24471_1	Xesp_020538
Hvul_g25595_1	Xesp_020545
Hvul_g10264_1	Xesp_016494
Hvul_g12476_1	Xesp_006008
Hvul_g33576_1	Xesp_006008
Hvul_g10264_1	Xesp_016497
Hvul_g1090_1	Xesp_027430
Hvul_g33708_1	Xesp_011336
Hvul_g10965_1	Xesp_012080
Hvul_g31104_1	Xesp_012080
Hvul_g17542_1	Xesp_012080
Hvul_g12974_1	Xesp_010937
Hvul_g12975_1	Xesp_010937
Hvul_g30708_1	Xesp_008121
Hvul_g26289_1	Xesp_005184
Hvul_g26289_1	Xesp_005185
Hvul_g26289_1	Xesp_004748
Hvul_g16697_1	Xesp_003083
Hvul_g25651_1	Xesp_002912
Hvul_g25648_1	Xesp_002912
Hvul_g2440_1	Xesp_002639
Hvul_g11763_1	Xesp_012193
Hvul_g27028_1	Xesp_003035
Hvul_g22399_1	Xesp_010164
Hvul_g20653_1	Xesp_010544
Hvul_g11288_1	Xesp_014574
Hvul_g11287_1	Xesp_014575
Hvul_g28343_1	Xesp_009442
Hvul_g3105_1	Xesp_013649
Hvul_g12565_1	Xesp_013649
Hvul_g31126_1	Xesp_013649
Hvul_g31126_1	Xesp_004644
Hvul_g3105_1	Xesp_012173
Hvul_g31126_1	Xesp_012173
Hvul_g3105_1	Xesp_003558
Hvul_g12565_1	Xesp_003558
Hvul_g31126_1	Xesp_003558
Hvul_g3105_1	Xesp_003069
Hvul_g31126_1	Xesp_003069
Hvul_g12565_1	Xesp_003069
Hvul_g3105_1	Xesp_003455
Hvul_g31126_1	Xesp_003455
Hvul_g12565_1	Xesp_003455
Hvul_g31126_1	Xesp_003319
Hvul_g12565_1	Xesp_003319
Hvul_g3105_1	Xesp_003907
Hvul_g31126_1	Xesp_003907
Hvul_g12565_1	Xesp_003907
Hvul_g3105_1	Xesp_013650
Hvul_g12565_1	Xesp_013650
Hvul_g31126_1	Xesp_013650
Hvul_g3105_1	Xesp_022308
Hvul_g31126_1	Xesp_022308
Hvul_g12565_1	Xesp_022308
Hvul_g3105_1	Xesp_004278
Hvul_g31126_1	Xesp_004278
Hvul_g12565_1	Xesp_004278
Hvul_g3105_1	Xesp_020405
Hvul_g31126_1	Xesp_020405
Hvul_g12565_1	Xesp_020405
Hvul_g21433_1	Xesp_024617
Hvul_g11071_1	Xesp_024617
Hvul_g2369_1	Xesp_024617
Hvul_g19356_1	Xesp_024617
Hvul_g8085_1	Xesp_024617
Hvul_g21433_1	Xesp_027189
Hvul_g11071_1	Xesp_027189
Hvul_g2369_1	Xesp_027189
Hvul_g19356_1	Xesp_027189
Hvul_g8085_1	Xesp_027189
Hvul_g21433_1	Xesp_027072
Hvul_g11071_1	Xesp_027072
Hvul_g2369_1	Xesp_027072
Hvul_g19356_1	Xesp_027072
Hvul_g8085_1	Xesp_027072
Hvul_g21433_1	Xesp_026595
Hvul_g11071_1	Xesp_026595
Hvul_g2369_1	Xesp_026595
Hvul_g19356_1	Xesp_026595
Hvul_g8085_1	Xesp_026595
Hvul_g21433_1	Xesp_024548
Hvul_g11071_1	Xesp_024548
Hvul_g2369_1	Xesp_024548
Hvul_g19356_1	Xesp_024548
Hvul_g8085_1	Xesp_024548
Hvul_g21433_1	Xesp_027203
Hvul_g11071_1	Xesp_027203
Hvul_g2369_1	Xesp_027203
Hvul_g19356_1	Xesp_027203
Hvul_g8085_1	Xesp_027203
Hvul_g21433_1	Xesp_027175
Hvul_g11071_1	Xesp_027175
Hvul_g2369_1	Xesp_027175
Hvul_g19356_1	Xesp_027175
Hvul_g8085_1	Xesp_027175
Hvul_g21433_1	Xesp_017426
Hvul_g2369_1	Xesp_017426
Hvul_g19356_1	Xesp_017426
Hvul_g8085_1	Xesp_017426
Hvul_g21433_1	Xesp_026578
Hvul_g11071_1	Xesp_026578
Hvul_g2369_1	Xesp_026578
Hvul_g19356_1	Xesp_026578
Hvul_g8085_1	Xesp_026578
Hvul_g21433_1	Xesp_017425
Hvul_g11071_1	Xesp_017425
Hvul_g2369_1	Xesp_017425
Hvul_g8085_1	Xesp_017425
Hvul_g19356_1	Xesp_017425
Hvul_g8029_1	Xesp_005273
Hvul_g20718_1	Xesp_010728
Hvul_g20718_1	Xesp_020064
Hvul_g3464_1	Xesp_002178
Hvul_g760_1	Xesp_014610
Hvul_g19937_1	Xesp_016580
Hvul_g19937_1	Xesp_016581
Hvul_g1566_1	Xesp_015800
Hvul_g1562_1	Xesp_015800
