Xesp_008452	Spis_XP_022783009_1
Xesp_026426	Spis18413_1
Xesp_026527	Spis18412_1
Xesp_026089	Spis18412_1
Xesp_026426	Spis18412_1
Xesp_026527	Spis18296_1
Xesp_026089	Spis18296_1
Xesp_026426	Spis18296_1
Xesp_026527	Spis18301_1
Xesp_026089	Spis18301_1
Xesp_026426	Spis18301_1
Xesp_026527	Spis18299_1
Xesp_026089	Spis18299_1
Xesp_026426	Spis18299_1
Xesp_026527	Spis_XP_022788404_1
Xesp_026089	Spis_XP_022788404_1
Xesp_026426	Spis_XP_022788404_1
Xesp_005492	Spis_XP_022787010_1
Xesp_005491	Spis_XP_022787010_1
Xesp_005523	Spis_XP_022791319_1
Xesp_014827	Spis_XP_022801453_1
Xesp_005212	Spis_XP_022801650_1
Xesp_005504	Spis_XP_022805847_1
Xesp_007089	Spis_XP_022806112_1
Xesp_005376	Spis_XP_022802479_1
Xesp_000417	Spis_XP_022795590_1
Xesp_005322	Spis_XP_022798071_1
Xesp_000489	Spis_XP_022783154_1
Xesp_002272	Spis_XP_022803376_1
Xesp_016534	Spis_XP_022781970_1
Xesp_002172	Spis_XP_022802585_1
Xesp_005772	Spis_XP_022779570_1
Xesp_005731	Spis_XP_022779603_1
Xesp_005352	Spis_XP_022805592_1
Xesp_020362	Spis_XP_022804208_1
Xesp_020348	Spis_XP_022804208_1
Xesp_020362	Spis_XP_022804203_1
Xesp_020348	Spis_XP_022804203_1
Xesp_020362	Spis_XP_022804207_1
Xesp_020348	Spis_XP_022804207_1
Xesp_014176	Spis_XP_022785735_1
Xesp_014175	Spis_XP_022785735_1
Xesp_020363	Spis_XP_022804207_1
Xesp_020363	Spis_XP_022804208_1
Xesp_022325	Spis_XP_022786529_1
Xesp_013223	Spis_XP_022799623_1
Xesp_013223	Spis_XP_022799624_1
Xesp_009321	Spis_XP_022790961_1
Xesp_013117	Spis_XP_022781629_1
Xesp_002151	Spis_XP_022807606_1
Xesp_005688	Spis_XP_022781005_1
Xesp_002928	Spis_XP_022787118_1
Xesp_002931	Spis_XP_022787118_1
Xesp_002929	Spis_XP_022787118_1
Xesp_002930	Spis_XP_022787118_1
Xesp_010595	Spis_XP_022788978_1
Xesp_010595	Spis_XP_022782766_1
Xesp_010595	Spis_XP_022788977_1
Xesp_028619	Spis_XP_022788978_1
Xesp_028619	Spis_XP_022782766_1
Xesp_028619	Spis_XP_022788977_1
Xesp_028570	Spis_XP_022788978_1
Xesp_028570	Spis_XP_022782766_1
Xesp_028570	Spis_XP_022788977_1
Xesp_023988	Spis_XP_022788978_1
Xesp_023988	Spis_XP_022788977_1
Xesp_007913	Spis_XP_022788978_1
Xesp_007913	Spis_XP_022782766_1
Xesp_007913	Spis_XP_022788977_1
Xesp_003097	Spis_XP_022781830_1
Xesp_001950	Spis_XP_022790338_1
Xesp_002072	Spis_XP_022780433_1
Xesp_002320	Spis_XP_022780418_1
Xesp_027558	Spis_XP_022783110_1
Xesp_027558	Spis_XP_022802334_1
Xesp_027558	Spis_XP_022782187_1
Xesp_027558	Spis_XP_022798171_1
Xesp_027558	Spis19690_1
Xesp_027558	Spis_XP_022792662_1
Xesp_027558	Spis_XP_022794340_1
Xesp_027573	Spis_XP_022783407_1
Xesp_027573	Spis_XP_022802334_1
Xesp_027573	Spis_XP_022794340_1
Xesp_027365	Spis_XP_022792662_1
Xesp_027365	Spis_XP_022802334_1
Xesp_027365	Spis_XP_022805533_1
Xesp_027365	Spis_XP_022798171_1
Xesp_023990	Spis19690_1
Xesp_023990	Spis_XP_022792662_1
Xesp_023990	Spis_XP_022802334_1
Xesp_023990	Spis_XP_022805533_1
Xesp_023990	Spis_XP_022794340_1
Xesp_023990	Spis506_1
Xesp_023990	Spis_XP_022783407_1
Xesp_023990	Spis_XP_022782187_1
Xesp_023990	Spis_XP_022783110_1
Xesp_023990	Spis21830_1
Xesp_023990	Spis_XP_022777961_1
Xesp_023990	Spis21832_1
Xesp_029153	Spis_XP_022783110_1
Xesp_029153	Spis_XP_022783407_1
Xesp_029153	Spis_XP_022792662_1
Xesp_029153	Spis_XP_022802334_1
Xesp_029153	Spis_XP_022782187_1
Xesp_029153	Spis_XP_022798171_1
Xesp_029153	Spis506_1
Xesp_018457	Spis21830_1
Xesp_018457	Spis_XP_022777961_1
Xesp_018457	Spis_XP_022794340_1
Xesp_018457	Spis19690_1
Xesp_018457	Spis_XP_022798171_1
Xesp_027541	Spis_XP_022798171_1
Xesp_027541	Spis_XP_022802334_1
Xesp_027541	Spis19690_1
Xesp_027541	Spis_XP_022792662_1
Xesp_024258	Spis19690_1
Xesp_024258	Spis_XP_022792662_1
Xesp_024258	Spis_XP_022805533_1
Xesp_024258	Spis_XP_022794340_1
Xesp_024258	Spis_XP_022783407_1
Xesp_024258	Spis_XP_022798171_1
Xesp_024258	Spis_XP_022802334_1
Xesp_024258	Spis21829_1
Xesp_024258	Spis21832_1
Xesp_027559	Spis_XP_022783110_1
Xesp_027559	Spis_XP_022802334_1
Xesp_027559	Spis_XP_022798171_1
Xesp_027559	Spis21832_1
Xesp_027559	Spis21829_1
Xesp_027559	Spis_XP_022805533_1
Xesp_027559	Spis_XP_022794340_1
Xesp_027559	Spis19690_1
Xesp_027565	Spis_XP_022777961_1
Xesp_027565	Spis_XP_022794340_1
Xesp_027565	Spis_XP_022792662_1
Xesp_027565	Spis_XP_022802334_1
Xesp_027565	Spis_XP_022805533_1
Xesp_027565	Spis_XP_022798171_1
Xesp_027565	Spis_XP_022783110_1
Xesp_027565	Spis506_1
Xesp_027565	Spis_XP_022783407_1
Xesp_027565	Spis_XP_022782187_1
Xesp_027565	Spis21832_1
Xesp_027609	Spis_XP_022783110_1
Xesp_027609	Spis_XP_022783407_1
Xesp_027609	Spis_XP_022802334_1
Xesp_027609	Spis_XP_022805533_1
Xesp_027609	Spis_XP_022794340_1
Xesp_027609	Spis_XP_022798171_1
Xesp_027609	Spis_XP_022792662_1
Xesp_025497	Spis_XP_022792662_1
Xesp_025497	Spis_XP_022802334_1
Xesp_025497	Spis_XP_022805533_1
Xesp_025497	Spis_XP_022798171_1
Xesp_025497	Spis_XP_022783110_1
Xesp_025497	Spis_XP_022783407_1
Xesp_025497	Spis19690_1
Xesp_025497	Spis_XP_022794340_1
Xesp_025497	Spis506_1
Xesp_027577	Spis_XP_022792662_1
Xesp_027577	Spis_XP_022802334_1
Xesp_027577	Spis_XP_022798171_1
Xesp_027577	Spis_XP_022783407_1
Xesp_027577	Spis_XP_022782187_1
Xesp_027570	Spis_XP_022777961_1
Xesp_027570	Spis506_1
Xesp_027570	Spis_XP_022783407_1
Xesp_027570	Spis_XP_022798171_1
Xesp_027570	Spis_XP_022782187_1
Xesp_027570	Spis_XP_022802334_1
Xesp_027570	Spis_XP_022805533_1
Xesp_027570	Spis_XP_022792662_1
Xesp_027575	Spis_XP_022783407_1
Xesp_027575	Spis_XP_022802334_1
Xesp_027575	Spis_XP_022805533_1
Xesp_027575	Spis_XP_022794340_1
Xesp_027575	Spis_XP_022798171_1
Xesp_027575	Spis_XP_022792662_1
Xesp_027575	Spis21832_1
Xesp_025506	Spis_XP_022783407_1
Xesp_025506	Spis_XP_022802334_1
Xesp_025506	Spis_XP_022805533_1
Xesp_025506	Spis_XP_022794340_1
Xesp_025506	Spis_XP_022798171_1
Xesp_025506	Spis_XP_022792662_1
Xesp_027546	Spis_XP_022783110_1
Xesp_027546	Spis_XP_022802334_1
Xesp_027546	Spis_XP_022798171_1
Xesp_027546	Spis19690_1
Xesp_027546	Spis_XP_022792662_1
Xesp_027546	Spis_XP_022794340_1
Xesp_027608	Spis_XP_022777961_1
Xesp_027608	Spis_XP_022794340_1
Xesp_027608	Spis_XP_022792662_1
Xesp_027608	Spis_XP_022802334_1
Xesp_027608	Spis_XP_022805533_1
Xesp_027608	Spis_XP_022798171_1
Xesp_027608	Spis506_1
Xesp_027608	Spis_XP_022783407_1
Xesp_024259	Spis19690_1
Xesp_024259	Spis_XP_022792662_1
Xesp_024259	Spis_XP_022805533_1
Xesp_024259	Spis_XP_022794340_1
Xesp_024259	Spis_XP_022783407_1
Xesp_024259	Spis_XP_022802334_1
Xesp_024259	Spis_XP_022798171_1
Xesp_024259	Spis_XP_022777961_1
Xesp_024259	Spis21832_1
Xesp_024259	Spis21829_1
Xesp_005203	Spis21832_1
Xesp_027542	Spis21832_1
Xesp_005203	Spis21829_1
Xesp_027542	Spis21829_1
Xesp_005203	Spis_XP_022805533_1
Xesp_027542	Spis_XP_022805533_1
Xesp_005203	Spis_XP_022794340_1
Xesp_027542	Spis_XP_022794340_1
Xesp_005203	Spis_XP_022802334_1
Xesp_027542	Spis_XP_022802334_1
Xesp_005203	Spis19690_1
Xesp_027542	Spis19690_1
Xesp_005203	Spis_XP_022792662_1
Xesp_027542	Spis_XP_022792662_1
Xesp_005203	Spis_XP_022798171_1
Xesp_027542	Spis_XP_022798171_1
Xesp_013086	Spis_XP_022794340_1
Xesp_013086	Spis21830_1
Xesp_013086	Spis_XP_022802334_1
Xesp_027610	Spis_XP_022777961_1
Xesp_027610	Spis_XP_022794340_1
Xesp_027610	Spis_XP_022792662_1
Xesp_027610	Spis_XP_022802334_1
Xesp_027610	Spis_XP_022805533_1
Xesp_027610	Spis_XP_022798171_1
Xesp_027610	Spis_XP_022783110_1
Xesp_027610	Spis_XP_022783407_1
Xesp_027610	Spis506_1
Xesp_027610	Spis21832_1
Xesp_027539	Spis_XP_022798171_1
Xesp_027539	Spis_XP_022802334_1
Xesp_027539	Spis19690_1
Xesp_027539	Spis_XP_022792662_1
Xesp_027539	Spis_XP_022794340_1
Xesp_027539	Spis21832_1
Xesp_026939	Spis_XP_022783110_1
Xesp_026939	Spis506_1
Xesp_026939	Spis_XP_022783407_1
Xesp_026939	Spis_XP_022802334_1
Xesp_026939	Spis_XP_022798171_1
Xesp_027544	Spis_XP_022783110_1
Xesp_016264	Spis_XP_022783110_1
Xesp_027544	Spis506_1
Xesp_016264	Spis506_1
Xesp_027544	Spis_XP_022802334_1
Xesp_016264	Spis_XP_022802334_1
Xesp_027544	Spis_XP_022782187_1
Xesp_016264	Spis_XP_022782187_1
Xesp_027544	Spis_XP_022798171_1
Xesp_016264	Spis_XP_022798171_1
Xesp_027544	Spis19690_1
Xesp_016264	Spis19690_1
Xesp_027544	Spis_XP_022792662_1
Xesp_016264	Spis_XP_022792662_1
Xesp_027544	Spis_XP_022805533_1
Xesp_016264	Spis_XP_022805533_1
Xesp_027544	Spis_XP_022794340_1
Xesp_016264	Spis_XP_022794340_1
Xesp_027222	Spis_XP_022802334_1
Xesp_027222	Spis_XP_022792662_1
Xesp_027222	Spis_XP_022798171_1
Xesp_024260	Spis19690_1
Xesp_024260	Spis_XP_022792662_1
Xesp_024260	Spis_XP_022805533_1
Xesp_024260	Spis_XP_022794340_1
Xesp_024260	Spis506_1
Xesp_024260	Spis_XP_022783407_1
Xesp_024260	Spis_XP_022782187_1
Xesp_024260	Spis_XP_022798171_1
Xesp_024260	Spis21832_1
Xesp_024260	Spis21829_1
Xesp_024260	Spis_XP_022802334_1
Xesp_027574	Spis_XP_022783110_1
Xesp_027601	Spis_XP_022783110_1
Xesp_027576	Spis_XP_022783110_1
Xesp_027574	Spis_XP_022783407_1
Xesp_027601	Spis_XP_022783407_1
Xesp_027576	Spis_XP_022783407_1
Xesp_027574	Spis_XP_022802334_1
Xesp_027601	Spis_XP_022802334_1
Xesp_027576	Spis_XP_022802334_1
Xesp_027574	Spis_XP_022805533_1
Xesp_027601	Spis_XP_022805533_1
Xesp_027576	Spis_XP_022805533_1
Xesp_027574	Spis_XP_022794340_1
Xesp_027601	Spis_XP_022794340_1
Xesp_027576	Spis_XP_022794340_1
Xesp_027574	Spis_XP_022798171_1
Xesp_027601	Spis_XP_022798171_1
Xesp_027576	Spis_XP_022798171_1
Xesp_027574	Spis506_1
Xesp_027601	Spis506_1
Xesp_027576	Spis506_1
Xesp_027574	Spis_XP_022792662_1
Xesp_027601	Spis_XP_022792662_1
Xesp_027576	Spis_XP_022792662_1
Xesp_027574	Spis_XP_022782187_1
Xesp_027601	Spis_XP_022782187_1
Xesp_027576	Spis_XP_022782187_1
Xesp_004908	Spis_XP_022806102_1
Xesp_004908	Spis_XP_022793366_1
Xesp_004908	Spis_XP_022800896_1
Xesp_004908	Spis_XP_022804665_1
Xesp_004908	Spis20053_1
Xesp_004908	Spis_XP_022807623_1
Xesp_004908	Spis_XP_022804649_1
Xesp_004908	Spis_XP_022807616_1
Xesp_004908	Spis_XP_022804660_1
Xesp_021744	Spis_XP_022788698_1
Xesp_025044	Spis_XP_022796590_1
Xesp_021269	Spis_XP_022807317_1
Xesp_016616	Spis_XP_022780262_1
Xesp_016616	Spis_XP_022780263_1
Xesp_016616	Spis_XP_022780307_1
Xesp_016616	Spis_XP_022780231_1
Xesp_016610	Spis_XP_022780263_1
Xesp_016610	Spis_XP_022780307_1
Xesp_016615	Spis_XP_022780262_1
Xesp_016615	Spis_XP_022780263_1
Xesp_016615	Spis_XP_022780307_1
Xesp_016615	Spis_XP_022780231_1
Xesp_012875	Spis_XP_022789783_1
Xesp_028997	Spis_XP_022788218_1
Xesp_015154	Spis_XP_022788218_1
Xesp_000916	Spis_XP_022787464_1
Xesp_015939	Spis_XP_022804322_1
Xesp_008491	Spis_XP_022783573_1
Xesp_014353	Spis_XP_022792572_1
Xesp_008499	Spis_XP_022780805_1
Xesp_014634	Spis_XP_022792538_1
Xesp_004523	Spis_XP_022803702_1
Xesp_004084	Spis_XP_022795402_1
Xesp_014850	Spis_XP_022795402_1
Xesp_000803	Spis_XP_022807878_1
Xesp_016109	Spis_XP_022787282_1
Xesp_016135	Spis25747_1
Xesp_016135	Spis_XP_022800309_1
Xesp_014318	Spis_XP_022795916_1
Xesp_014031	Spis_XP_022805135_1
Xesp_016015	Spis_XP_022785753_1
Xesp_015845	Spis_XP_022804312_1
Xesp_015845	Spis_XP_022800736_1
Xesp_015136	Spis_XP_022794035_1
Xesp_015137	Spis_XP_022794035_1
Xesp_015385	Spis_XP_022794035_1
Xesp_016220	Spis_XP_022787943_1
Xesp_021701	Spis_XP_022798589_1
Xesp_002837	Spis_XP_022784732_1
Xesp_002836	Spis_XP_022784732_1
Xesp_015759	Spis_XP_022788655_1
Xesp_014381	Spis_XP_022801766_1
Xesp_014229	Spis_XP_022791588_1
Xesp_014300	Spis_XP_022801756_1
Xesp_000218	Spis_XP_022796235_1
Xesp_014078	Spis_XP_022792544_1
Xesp_015608	Spis_XP_022806544_1
Xesp_027992	Spis_XP_022783568_1
Xesp_027992	Spis_XP_022807570_1
Xesp_027992	Spis_XP_022783595_1
Xesp_027992	Spis_XP_022783564_1
Xesp_013493	Spis_XP_022783568_1
Xesp_013493	Spis_XP_022807570_1
Xesp_013493	Spis_XP_022783595_1
Xesp_013493	Spis_XP_022783564_1
Xesp_028017	Spis_XP_022783568_1
Xesp_028017	Spis_XP_022807570_1
Xesp_028017	Spis_XP_022783595_1
Xesp_028017	Spis_XP_022783564_1
Xesp_015947	Spis_XP_022791578_1
Xesp_000499	Spis_XP_022786760_1
Xesp_014756	Spis_XP_022806716_1
Xesp_014648	Spis_XP_022784080_1
Xesp_000253	Spis_XP_022785764_1
Xesp_014957	Spis_XP_022806184_1
Xesp_018056	Spis21942_1
Xesp_018056	Spis10297_1
Xesp_018056	Spis22013_1
Xesp_010689	Spis_XP_022801248_1
Xesp_010689	Spis_XP_022795598_1
Xesp_010689	Spis8307_1
Xesp_010689	Spis_XP_022788133_1
Xesp_014400	Spis22013_1
Xesp_010697	Spis20975_1
Xesp_010697	Spis_XP_022788533_1
Xesp_010697	Spis_XP_022801004_1
Xesp_010697	Spis19830_1
Xesp_010697	Spis_XP_022804765_1
Xesp_029143	Spis6600_1
Xesp_029143	Spis_XP_022784619_1
Xesp_029143	Spis14568_1
Xesp_029143	Spis_XP_022778259_1
Xesp_025193	Spis_XP_022791541_1
Xesp_025193	Spis_XP_022800628_1
Xesp_025193	Spis_XP_022805463_1
Xesp_025193	Spis_XP_022810113_1
Xesp_025193	Spis_XP_022807477_1
Xesp_026446	Spis_XP_022802837_1
Xesp_028939	Spis5247_1
Xesp_028939	Spis10297_1
Xesp_028939	Spis_XP_022778259_1
Xesp_028939	Spis_XP_022783913_1
Xesp_028939	Spis_XP_022804766_1
Xesp_028939	Spis19830_1
Xesp_024958	Spis6728_1
Xesp_015962	Spis_XP_022787782_1
Xesp_015962	Spis_XP_022786466_1
Xesp_017169	Spis_XP_022782362_1
Xesp_017169	Spis4602_1
Xesp_017169	Spis20670_1
Xesp_018783	Spis_XP_022799162_1
Xesp_016608	Spis_XP_022810373_1
Xesp_015823	Spis_XP_022798975_1
Xesp_017699	Spis_XP_022780273_1
Xesp_005289	Spis_XP_022781031_1
Xesp_018036	Spis_XP_022794520_1
Xesp_017189	Spis_XP_022802659_1
Xesp_017189	Spis_XP_022802662_1
Xesp_011019	Spis_XP_022795430_1
Xesp_011019	Spis_XP_022804829_1
Xesp_019395	Spis_XP_022795430_1
Xesp_019395	Spis_XP_022804829_1
Xesp_011020	Spis_XP_022795430_1
Xesp_011020	Spis_XP_022804829_1
Xesp_011021	Spis_XP_022795430_1
Xesp_011021	Spis_XP_022804829_1
Xesp_011028	Spis_XP_022795430_1
Xesp_011028	Spis_XP_022804829_1
Xesp_016504	Spis_XP_022795430_1
Xesp_016504	Spis_XP_022804829_1
Xesp_011029	Spis_XP_022795430_1
Xesp_011029	Spis_XP_022804829_1
Xesp_013948	Spis_XP_022794680_1
Xesp_013069	Spis_XP_022787703_1
Xesp_013069	Spis_XP_022777789_1
Xesp_013096	Spis_XP_022810310_1
Xesp_013253	Spis_XP_022793637_1
Xesp_013253	Spis_XP_022785984_1
Xesp_018718	Spis_XP_022802671_1
Xesp_016586	Spis_XP_022790208_1
Xesp_014557	Spis_XP_022791465_1
Xesp_013824	Spis_XP_022807447_1
Xesp_013688	Spis_XP_022790895_1
Xesp_013690	Spis_XP_022790895_1
Xesp_006274	Spis_XP_022790035_1
Xesp_012714	Spis_XP_022793231_1
Xesp_012714	Spis_XP_022793264_1
Xesp_012714	Spis_XP_022783437_1
Xesp_012714	Spis_XP_022793233_1
Xesp_012714	Spis_XP_022793237_1
Xesp_012713	Spis_XP_022793231_1
Xesp_012717	Spis_XP_022793231_1
Xesp_012713	Spis_XP_022793264_1
Xesp_012713	Spis_XP_022783437_1
Xesp_012717	Spis_XP_022793264_1
Xesp_012717	Spis_XP_022783437_1
Xesp_012713	Spis_XP_022793233_1
Xesp_012717	Spis_XP_022793233_1
Xesp_012713	Spis_XP_022793237_1
Xesp_012717	Spis_XP_022793237_1
Xesp_015405	Spis_XP_022781165_1
Xesp_025204	Spis_XP_022800072_1
Xesp_012571	Spis_XP_022788813_1
Xesp_014698	Spis17451_1
Xesp_014698	Spis22775_1
Xesp_014698	Spis6864_1
Xesp_014698	Spis13771_1
Xesp_014698	Spis22142_1
Xesp_007630	Spis22775_1
Xesp_007630	Spis6864_1
Xesp_007630	Spis13771_1
Xesp_007630	Spis17451_1
Xesp_006543	Spis13771_1
Xesp_006543	Spis22775_1
Xesp_006543	Spis6864_1
Xesp_023927	Spis17451_1
Xesp_006732	Spis17451_1
Xesp_006732	Spis10795_1
Xesp_001197	Spis17451_1
Xesp_001197	Spis10795_1
Xesp_001197	Spis720_1
Xesp_025169	Spis17451_1
Xesp_025169	Spis19128_1
Xesp_025169	Spis22142_1
Xesp_025169	Spis_XP_022796700_1
Xesp_025169	Spis_XP_022789382_1
Xesp_016830	Spis22775_1
Xesp_016830	Spis6864_1
Xesp_016830	Spis13771_1
Xesp_016830	Spis22873_1
Xesp_028660	Spis17451_1
Xesp_027068	Spis17451_1
Xesp_004770	Spis17451_1
Xesp_023259	Spis17451_1
Xesp_028697	Spis17451_1
Xesp_013588	Spis17451_1
Xesp_028256	Spis17451_1
Xesp_017209	Spis17451_1
Xesp_008595	Spis17451_1
Xesp_015274	Spis17451_1
Xesp_023856	Spis17451_1
Xesp_025089	Spis17451_1
Xesp_005763	Spis17451_1
Xesp_019159	Spis17451_1
Xesp_003215	Spis17451_1
Xesp_006129	Spis17451_1
Xesp_028342	Spis17451_1
Xesp_007563	Spis17451_1
Xesp_015158	Spis17451_1
Xesp_028660	Spis19128_1
Xesp_027068	Spis19128_1
Xesp_004770	Spis19128_1
Xesp_023259	Spis19128_1
Xesp_028697	Spis19128_1
Xesp_013588	Spis19128_1
Xesp_028256	Spis19128_1
Xesp_017209	Spis19128_1
Xesp_008595	Spis19128_1
Xesp_015274	Spis19128_1
Xesp_023856	Spis19128_1
Xesp_025089	Spis19128_1
Xesp_005763	Spis19128_1
Xesp_019159	Spis19128_1
Xesp_003215	Spis19128_1
Xesp_006129	Spis19128_1
Xesp_028342	Spis19128_1
Xesp_007563	Spis19128_1
Xesp_015158	Spis19128_1
Xesp_028660	Spis22142_1
Xesp_027068	Spis22142_1
Xesp_004770	Spis22142_1
Xesp_023259	Spis22142_1
Xesp_028697	Spis22142_1
Xesp_013588	Spis22142_1
Xesp_028256	Spis22142_1
Xesp_017209	Spis22142_1
Xesp_008595	Spis22142_1
Xesp_015274	Spis22142_1
Xesp_023856	Spis22142_1
Xesp_025089	Spis22142_1
Xesp_005763	Spis22142_1
Xesp_019159	Spis22142_1
Xesp_003215	Spis22142_1
Xesp_006129	Spis22142_1
Xesp_028342	Spis22142_1
Xesp_007563	Spis22142_1
Xesp_015158	Spis22142_1
Xesp_023434	Spis17451_1
Xesp_018404	Spis17451_1
Xesp_003923	Spis17451_1
Xesp_006131	Spis17451_1
Xesp_006044	Spis17451_1
Xesp_006044	Spis22142_1
Xesp_028006	Spis17451_1
Xesp_003981	Spis13771_1
Xesp_019676	Spis17451_1
Xesp_016678	Spis22775_1
Xesp_016678	Spis6864_1
Xesp_016707	Spis22775_1
Xesp_016707	Spis6864_1
Xesp_016678	Spis13771_1
Xesp_016707	Spis13771_1
Xesp_016678	Spis22873_1
Xesp_016707	Spis22873_1
Xesp_027437	Spis17451_1
Xesp_022443	Spis17451_1
Xesp_007648	Spis_XP_022789382_1
Xesp_003524	Spis17451_1
Xesp_027704	Spis17451_1
Xesp_027421	Spis17451_1
Xesp_006402	Spis17451_1
Xesp_022995	Spis17451_1
Xesp_016700	Spis13771_1
Xesp_016700	Spis22775_1
Xesp_016700	Spis6864_1
Xesp_016700	Spis17451_1
Xesp_028671	Spis17451_1
Xesp_028671	Spis19128_1
Xesp_028671	Spis22142_1
Xesp_016790	Spis22775_1
Xesp_016790	Spis6864_1
Xesp_016790	Spis13771_1
Xesp_016790	Spis22873_1
Xesp_001986	Spis17451_1
Xesp_017765	Spis17451_1
Xesp_017765	Spis_XP_022796700_1
Xesp_009236	Spis22775_1
Xesp_009236	Spis6864_1
Xesp_009236	Spis13771_1
Xesp_009236	Spis17451_1
Xesp_009110	Spis17451_1
Xesp_009110	Spis19128_1
Xesp_014166	Spis17451_1
Xesp_003709	Spis17451_1
Xesp_016829	Spis22775_1
Xesp_016829	Spis6864_1
Xesp_016829	Spis17451_1
Xesp_027077	Spis720_1
Xesp_006741	Spis13771_1
Xesp_007425	Spis17451_1
Xesp_006933	Spis17451_1
Xesp_016703	Spis22775_1
Xesp_016703	Spis6864_1
Xesp_016703	Spis13771_1
Xesp_016703	Spis22873_1
Xesp_025558	Spis17451_1
Xesp_018850	Spis22775_1
Xesp_018850	Spis6864_1
Xesp_018850	Spis22873_1
Xesp_007645	Spis17451_1
Xesp_007645	Spis13771_1
Xesp_007645	Spis22142_1
Xesp_007645	Spis22775_1
Xesp_007645	Spis6864_1
Xesp_018376	Spis22775_1
Xesp_018376	Spis6864_1
Xesp_015111	Spis17451_1
Xesp_016699	Spis22775_1
Xesp_016699	Spis6864_1
Xesp_016699	Spis13771_1
Xesp_016699	Spis22873_1
Xesp_008861	Spis17451_1
Xesp_008861	Spis22142_1
Xesp_008861	Spis19128_1
Xesp_008861	Spis_XP_022796700_1
Xesp_008861	Spis_XP_022789382_1
Xesp_022448	Spis17451_1
Xesp_000010	Spis17451_1
Xesp_016662	Spis22775_1
Xesp_016662	Spis6864_1
Xesp_016662	Spis13771_1
Xesp_016662	Spis22873_1
Xesp_001926	Spis22775_1
Xesp_001926	Spis6864_1
Xesp_001926	Spis13771_1
Xesp_001926	Spis22873_1
Xesp_006247	Spis13771_1
Xesp_006247	Spis22775_1
Xesp_006247	Spis6864_1
Xesp_006247	Spis17451_1
Xesp_006247	Spis22142_1
Xesp_025290	Spis720_1
Xesp_028013	Spis17451_1
Xesp_026999	Spis17451_1
Xesp_023228	Spis17451_1
Xesp_011161	Spis17451_1
Xesp_011108	Spis17451_1
Xesp_009274	Spis_XP_022803957_1
Xesp_009275	Spis_XP_022803957_1
Xesp_021824	Spis_XP_022785331_1
Xesp_000539	Spis_XP_022779796_1
Xesp_012986	Spis_XP_022793501_1
Xesp_002910	Spis_XP_022799284_1
Xesp_007431	Spis_XP_022797646_1
Xesp_020689	Spis_XP_022800171_1
Xesp_015684	Spis_XP_022795350_1
Xesp_015682	Spis_XP_022795350_1
Xesp_023441	Spis_XP_022790414_1
Xesp_023520	Spis_XP_022790414_1
Xesp_023439	Spis_XP_022790414_1
Xesp_023442	Spis_XP_022790414_1
Xesp_008036	Spis_XP_022806518_1
Xesp_008036	Spis_XP_022808245_1
Xesp_008036	Spis_XP_022808251_1
Xesp_008036	Spis_XP_022788979_1
Xesp_008036	Spis_XP_022793987_1
Xesp_011686	Spis_XP_022805708_1
Xesp_010118	Spis_XP_022807245_1
Xesp_010120	Spis_XP_022807245_1
Xesp_010115	Spis_XP_022807245_1
Xesp_010122	Spis_XP_022807245_1
Xesp_002794	Spis_XP_022806327_1
Xesp_008361	Spis_XP_022786491_1
Xesp_022368	Spis_XP_022796487_1
Xesp_022368	Spis_XP_022782990_1
Xesp_022368	Spis_XP_022802984_1
Xesp_022368	Spis_XP_022794335_1
Xesp_022368	Spis_XP_022799265_1
Xesp_022368	Spis_XP_022794355_1
Xesp_022368	Spis_XP_022794359_1
Xesp_022368	Spis_XP_022794339_1
Xesp_022368	Spis_XP_022799257_1
Xesp_022368	Spis_XP_022799294_1
Xesp_024686	Spis_XP_022789753_1
Xesp_015000	Spis_XP_022794372_1
Xesp_015000	Spis_XP_022782979_1
Xesp_015000	Spis_XP_022782990_1
Xesp_020750	Spis_XP_022803467_1
Xesp_014167	Spis_XP_022791198_1
Xesp_014167	Spis_XP_022782979_1
Xesp_014167	Spis_XP_022782990_1
Xesp_015349	Spis_XP_022782951_1
Xesp_015349	Spis_XP_022782990_1
Xesp_015349	Spis_XP_022799257_1
Xesp_015349	Spis_XP_022804825_1
Xesp_015349	Spis_XP_022803467_1
Xesp_014338	Spis_XP_022794359_1
Xesp_014338	Spis_XP_022798282_1
Xesp_014338	Spis_XP_022805306_1
Xesp_022197	Spis_XP_022794339_1
Xesp_022197	Spis_XP_022794332_1
Xesp_022197	Spis_XP_022794372_1
Xesp_022197	Spis_XP_022794359_1
Xesp_022197	Spis_XP_022798842_1
Xesp_022197	Spis_XP_022782979_1
Xesp_022197	Spis_XP_022782990_1
Xesp_015346	Spis_XP_022803467_1
Xesp_003464	Spis_XP_022794339_1
Xesp_003464	Spis_XP_022794332_1
Xesp_003464	Spis_XP_022794355_1
Xesp_003464	Spis_XP_022782951_1
Xesp_003464	Spis_XP_022782979_1
Xesp_003464	Spis_XP_022782990_1
Xesp_027217	Spis_XP_022794338_1
Xesp_016103	Spis_XP_022794332_1
Xesp_016103	Spis_XP_022794372_1
Xesp_016103	Spis_XP_022794339_1
Xesp_016103	Spis_XP_022799257_1
Xesp_016103	Spis_XP_022803467_1
Xesp_011482	Spis_XP_022785416_1
